0,1,2,3
supplier 1,fortress,1N6AA0CC3FN205831,reserve
supplier 0,beacon,WBSDE93491B519567,in development
supplier 1,isle,5UXZV4C54BL674613,awaiting deployment
supplier 1,summit,SCBLC47J38C745865,under evaluation
supplier 3,frost,1GYS3JEF5DR751593,under analysis
supplier 4,shrine,1FBNE3BLXAD681683,undergoing upgrades
supplier 2,fortress,1N6AD0CU8BC939774,in transit
supplier 1,shrine,1N6AA0EC0DN495066,undergoing testing
supplier 2,hideaway,WA1VMAFE9DD038192,emergency standby
supplier 1,summit,5BZAF0AA9FN359417,reassigned
supplier 0,beacon,4JGDA2EB7EA770763,under repair
supplier 1,depot,5YMGZ0C56E0637534,lost in action
supplier 2,bastion,WBAEJ13481A202309,under maintenance
supplier 4,cove,SAJWA2GZ2E8260143,active
supplier 1,lodge,KNAFU6A23D5428829,inactive
supplier 0,hideaway,WDDLJ6HB3FA132276,reassigned
supplier 1,vault,WBANA53565C014690,under evaluation
supplier 4,retreat,2B3CK2CV6AH069204,under analysis
supplier 2,depot,137ZA90351E269668,under maintenance
supplier 0,depot,1J4PN2GK9AW564564,recalled
supplier 0,depot,1N4AL2AP5CN661863,undergoing testing
supplier 3,cove,WAUHFBFL5DN201607,under maintenance
supplier 4,tower,2HNYD18663H148640,standby
supplier 3,isle,1GYFK668X7R794784,under evaluation
supplier 3,isle,1GD21XEG5FZ554039,awaiting deployment
supplier 3,fortress,WP0AA2A84FK556004,retired
supplier 3,homestead,WBAFA53541L133854,inactive
supplier 1,homestead,JHMZF1D69ES854151,under maintenance
supplier 3,bastion,5GAKVBKD9FJ321903,covert operation
supplier 0,hideaway,KL4CJESB4EB692274,standby
supplier 2,manor,1GD12ZCG0BF212985,surveillance mode
supplier 2,mirage,1N6AD0CU2CN581688,awaiting deployment
supplier 1,lodge,WBABS33472J408461,under maintenance
supplier 2,beacon,WAUSFAFL4CA496804,under analysis
supplier 0,retreat,5N1AR2MM6FC458356,undergoing upgrades
supplier 3,hideaway,2HNYD2H33DH026931,in development
supplier 0,fortress,1FAHP3FN7AW154406,undergoing upgrades
supplier 0,cove,KNAFX5A86E5363790,active
supplier 3,fortress,SAJWA0ESXEP532535,under evaluation
supplier 2,tower,WAUDG74F59N932664,in development
supplier 1,homestead,WAUDGBFL7CA142481,awaiting deployment
supplier 3,nexus,1G6DG8E53D0083965,reassigned
supplier 1,hideaway,WAUSF78K19A601895,under maintenance
supplier 3,vault,KMHHT6KD6AU838830,reserve
supplier 1,frost,1N6AA0EC5DN243930,under analysis
supplier 4,cove,WDDGF5EB2AR888273,temporary storage
supplier 0,mirage,1G4GA5ER3DF484678,undergoing training
supplier 2,beacon,WAUKG58E05A292720,inactive
supplier 3,nexus,3D7TP2CT0BG642930,covert operation
supplier 1,shelter,1FTSX2A57AE208002,in transit
supplier 1,shelter,1B3CB9HAXAD147205,awaiting deployment
supplier 4,shelter,1G6DM8ED4B0501785,standby
supplier 0,tower,WBADN63481G246921,undergoing training
supplier 0,shelter,SCFHDDAT2EG986963,surveillance mode
supplier 3,homestead,1FADP3E22FL122770,reserve
supplier 3,shelter,5N1AN0NW4EN420353,active
supplier 0,vault,1FTEX1C89AF177098,awaiting deployment
supplier 1,cove,JM1NC2EF0A0261376,surveillance mode
supplier 1,bastion,3D4PH9FV9AT254019,emergency standby
supplier 3,summit,JTDBT4K3XB4894695,under maintenance
supplier 2,fortress,SALFR2BN4AH814684,lost in action
supplier 1,cove,5NPDH4AE8DH443971,inactive
supplier 1,lodge,5TDBKRFH9FS950416,standby
supplier 0,bastion,5TDDK3DC3DS048242,active
supplier 0,beacon,2C4RRGAGXER897553,destroyed
supplier 2,cove,WAUAH68D51A637658,awaiting deployment
supplier 2,nexus,TRUSC28N131421743,in development
supplier 3,depot,W04G05GV2B1357684,inactive
supplier 4,hideaway,1FTMF1EWXAF175631,reassigned
supplier 2,isle,WAUVKAFR5AA207598,reassigned
supplier 2,manor,WP0AD2A70EL688328,critical condition
supplier 0,lodge,3GTU1YEJ4BG212140,in development
supplier 1,bastion,2C4RDGBG2ER208912,critical condition
supplier 2,manor,SCBCP7ZA7AC206531,inactive
supplier 3,tower,WAULT54B32N041156,in development
supplier 2,depot,WUARU78E97N529807,recalled
supplier 3,shelter,JN8AZ2KR3AT939374,destroyed
supplier 0,tower,1FTEX1EW2AF657110,destroyed
supplier 2,shelter,3GYFNGE35FS474061,covert operation
supplier 0,isle,JTEBW3EH2A2161653,in development
supplier 3,fortress,2LMDJ8JKXFB220816,reassigned
supplier 0,isle,WBAVB73578K626481,in development
supplier 2,nexus,WBA6B2C5XED527676,undergoing upgrades
supplier 1,retreat,WAUPN44E47N121962,reassigned
supplier 4,beacon,SALWR2TF5FA868048,undergoing testing
supplier 3,beacon,JN1AZ4EH4CM022275,reassigned
supplier 2,fortress,1GYFK26209R578420,in transit
supplier 3,bastion,WBA3C1C5XFP901052,under evaluation
supplier 4,depot,1GYS4JKJ3FR167377,undergoing testing
supplier 1,frost,WBABN33463P629166,reserve
supplier 2,manor,WA1WMBFE9BD433674,under analysis
supplier 1,retreat,1FTNS2EW2AD519213,critical condition
supplier 2,depot,WBAKB8C59AC145236,under maintenance
supplier 0,isle,WA1EY74L47D387516,undergoing testing
supplier 3,nexus,WBXPC93409W325804,lost in action
supplier 2,lodge,3VW4S7ATXEM747376,under evaluation
supplier 1,bastion,WA1WMAFE0DD744133,in transit
supplier 3,tower,1N6BF0KM4FN211413,under evaluation
supplier 2,fortress,1FTEX1CM9BF876262,under maintenance
supplier 1,frost,WBADW3C59DJ214944,undergoing testing
supplier 2,depot,1GYS4GEF1BR415100,emergency standby
supplier 2,cabin,5N1BA0NE5FN154494,recalled
supplier 2,frost,WBABS33412J461026,recalled
supplier 3,vault,5GADT13S542730137,lost in action
supplier 0,tower,WVGFG9BP3CD860441,undergoing upgrades
supplier 4,retreat,NM0KS6AN7AT726273,undergoing testing
supplier 4,cabin,1G6YX36D985558067,in development
supplier 2,beacon,WA1EY94L67D519087,destroyed
supplier 2,beacon,WAUWFAFR0AA728740,emergency standby
supplier 1,fortress,1N6AA0CA0FN907846,standby
supplier 0,summit,WAUCFAFR4EA873191,destroyed
supplier 0,bastion,KNADM4A34C6662393,in transit
supplier 3,cabin,2G61T5S30E9119277,lost in action
supplier 0,shelter,4USBT535X5L124006,emergency standby
supplier 0,isle,YV4852CZXA1987628,active
supplier 0,hideaway,1FTWX3B59AE344220,critical condition
supplier 1,isle,WBAPM5G59BN370044,under repair
supplier 4,tower,WVWEU9AN8AE261874,emergency standby
supplier 1,beacon,1G6KD54Y03U336113,undergoing upgrades
supplier 4,summit,2T1BU4EE4CC848160,active
supplier 3,summit,1GTN1TEX6BZ010167,in development
supplier 4,beacon,1G6DJ5EV0A0626846,emergency standby
supplier 4,retreat,KNAFK4A61E5469474,retired
supplier 4,isle,WAULK78K09A604304,destroyed
supplier 0,cabin,WA1VFBFL4EA481254,destroyed
supplier 2,depot,JN1CV6AP9CM584878,reserve
supplier 2,depot,5UXWX9C57DL944298,critical condition
supplier 3,cabin,WBA3D3C58EF996658,under maintenance
