0,1,2,3
supplier 2,nexus,4T1BF3EK7BU370839,undergoing upgrades
supplier 1,lodge,JM1NC2MF2E0879404,in development
supplier 1,lodge,1C4SDJCT8DC388348,undergoing training
supplier 0,lodge,5UXFE4C55AL991673,inactive
supplier 1,cabin,3C6TD4CTXCG637404,under analysis
supplier 1,manor,WAUWFAFL7BA484176,active
supplier 1,shrine,1FMJK1HT9FE212421,reassigned
supplier 0,nexus,WBAGK93441D592845,under evaluation
supplier 2,lodge,WAULT68EX4A163341,undergoing testing
supplier 3,summit,WAULT68E64A445461,standby
supplier 1,bastion,KMHEC4A4XDA307158,under repair
supplier 0,shrine,1GD12XEG5FF087523,active
supplier 2,cove,JM1CW2CLXF0481302,reassigned
supplier 0,frost,WBAKF3C51DJ931880,in transit
supplier 0,nexus,1G6DC1ED9B0039461,undergoing testing
supplier 0,nexus,3C3CFFCR9DT864986,critical condition
supplier 2,shrine,1G6DG577590897460,undergoing training
supplier 1,frost,JTHBK1GG2F2953087,critical condition
supplier 3,lodge,2C4RDGBG6FR475665,undergoing testing
supplier 0,nexus,SCFEDCAD5CG048510,emergency standby
supplier 3,hideaway,JTHBE1KS3A0312148,under repair
supplier 2,shrine,WA1LFBFP4EA572258,emergency standby
supplier 3,lodge,1G4GE5EV0AF177868,critical condition
supplier 4,cabin,3VW4A7AT0CM617199,surveillance mode
supplier 1,frost,JN1CV6EK9BM549030,in development
supplier 3,cabin,1GYS3JEF4DR983859,emergency standby
supplier 3,depot,1G4GH5G30CF781958,lost in action
supplier 2,shrine,JN1BJ0HR6DM063470,surveillance mode
supplier 4,manor,1N6AF0LX5FN313808,undergoing upgrades
supplier 0,vault,WAUVT64B03N022855,in development
supplier 4,nexus,1FTEW1C87AK264671,emergency standby
supplier 1,cove,WAULC68E93A145606,destroyed
supplier 4,bastion,JN1AY1AR3CM551507,temporary storage
supplier 2,hideaway,1FTEX1EW6AK801927,in transit
supplier 3,shelter,WA1CGAFE5CD202017,standby
supplier 3,nexus,5N1AA0NC2BN287170,surveillance mode
supplier 1,beacon,5FNYF3H41EB878779,covert operation
supplier 2,manor,1GYFK16289R095591,undergoing testing
supplier 0,shelter,1C4RDJDG6DC180744,lost in action
supplier 4,homestead,3N1AB6AP5BL998376,standby
supplier 4,retreat,WVWBB7AJ9DW029471,recalled
supplier 2,mirage,3D4PG9FG9BT718870,awaiting deployment
supplier 2,lodge,KNDKG3A26A7045376,surveillance mode
supplier 4,fortress,WAUHF98P38A595193,active
supplier 0,bastion,WA1LMAFE1AD156725,under maintenance
supplier 3,vault,WAURFAFR0DA542228,in development
supplier 2,frost,JN8AF5MR8CT930552,under analysis
supplier 1,retreat,3D7TT2HT8BG799738,under analysis
supplier 3,homestead,1G6DS1ED1B0456978,under evaluation
supplier 4,homestead,1G6KD57Y08U830068,recalled
supplier 4,frost,WAUFEAFM2BA215790,emergency standby
supplier 4,fortress,WAUKF98E66A101846,retired
supplier 2,isle,1G6KE57Y35U118694,under repair
supplier 3,beacon,5N1BA0NC2FN668978,under repair
supplier 4,depot,1G4GB5GG8AF292385,active
supplier 2,manor,WBANU5C50AC139881,active
supplier 1,bastion,1G6DJ1E38C0540050,active
