0,1,2,3
supplier 2,covert pen,1G6AK5SX5D0820265,inactive
supplier 4,tactical radio,3D7TP2CT6AG679351,under repair
supplier 2,secure messaging app,2C3CDXFG4FH808908,surveillance mode
supplier 2,covert pen,1GYUCJEF4AR471264,awaiting deployment
supplier 3,secure tablet,5N1AN0NUXAC148525,awaiting deployment
supplier 3,covert pen,JA32X2HU3CU191223,reserve
supplier 3,secure laptop,1G6KD57Y79U589143,undergoing upgrades
supplier 2,secure laptop,WAUKFBFL7AA905624,retired
supplier 0,secure wi-fi hotspot,1FTSW2B56AE097590,surveillance mode
supplier 1,radio backpack,1HGCP2E70AA789516,awaiting deployment
supplier 4,radio backpack,1GTG5AEA0F1839401,undergoing upgrades
supplier 1,secure laptop,WAUMGAFL0EA464960,reassigned
supplier 3,voice changer device,2C3CDXHG7DH966671,undergoing training
supplier 0,tactical headset,5N1AN0NW5DN049248,undergoing testing
supplier 2,covert watch,5GAKVDKD9DJ310733,under evaluation
supplier 4,covert watch,3N1CN7AP1FL126983,reassigned
supplier 2,secure backpack,NM0KS9ANXAT153208,awaiting deployment
supplier 1,covert pen,1GYS4CKJ0FR346701,inactive
supplier 1,data encryption module,3D73M4CLXBG610622,destroyed
supplier 2,voice changer device,JH4CU4F60CC308503,undergoing upgrades
supplier 2,satellite phone,WAUGGBFC9CN410565,under repair
supplier 3,tactical headset,WBAVC73597K979641,lost in action
supplier 0,secure tablet,5NPEB4AC5CH777040,undergoing testing
supplier 0,handheld transceiver,YV1960BW7A1682033,undergoing upgrades
supplier 4,voice changer device,WAUDL74F06N669703,in transit
supplier 3,covert pen,WAULD54B52N842703,active
supplier 1,tactical radio,WAUJT68E42A853526,reserve
supplier 1,secure messaging app,2T1BU4EE7DC778459,reassigned
supplier 1,data encryption module,3FA6P0LU5DR659112,surveillance mode
supplier 0,tactical antenna,3N1AB6AP7AL473804,under analysis
supplier 3,satellite phone,WBAKE5C51CE890351,awaiting deployment
supplier 3,encryption device,1G4GG5E33DF487512,reassigned
supplier 2,radio earpiece,1GYFC56289R227690,in development
supplier 4,radio backpack,2T3BF4DV0AW823626,surveillance mode
supplier 3,satellite phone,WBASN2C57CC997768,covert operation
supplier 0,secure messaging app,1FMJK1H52CE032713,undergoing training
supplier 1,secure walkie-talkie,1FMCU4K37AK698444,in development
supplier 0,radio backpack,2T1BU4EE5BC274988,temporary storage
supplier 2,secure smartphone,3VW1K7AJ6FM976396,in development
supplier 0,secure tablet,WBAYF4C50FD591865,under evaluation
supplier 1,secure backpack,1N6AA0CC6CN216138,in transit
supplier 1,encryption device,1G4PT5SV5E4776051,under repair
supplier 4,tactical antenna,3G5DB03E13S920436,under maintenance
supplier 4,secure backpack,WBALY1C58ED433324,critical condition
supplier 2,secure wi-fi hotspot,19XFB2F59DE836969,lost in action
supplier 4,voice changer device,1VWAH7A34EC315739,critical condition
supplier 4,data encryption module,3LN6L2G99DR076738,critical condition
supplier 2,radio backpack,JM1CW2CL2F0515717,recalled
supplier 0,data transmitter,1G6DJ8E37C0363970,surveillance mode
supplier 1,secure laptop,WBAEP334X2P683138,emergency standby
supplier 0,secure tablet,5N1AR1NBXBC016259,covert operation
supplier 0,secure walkie-talkie,YV126MFC3F1171130,surveillance mode
supplier 3,secure tablet,WBA5M2C59ED252789,destroyed
supplier 3,secure smartphone,WAUWGAFC0FN922385,destroyed
supplier 0,secure smartphone,JN1CV6FEXFM900994,reassigned
supplier 2,data transmitter,1FTWX3B58AE238972,reassigned
supplier 2,radio earpiece,1G6KE54Y63U657408,retired
supplier 0,covert watch,19XFB2F26CE092865,in transit
supplier 2,secure tablet,WDDEJ7KB5BA082935,standby
supplier 0,radio earpiece,1J4AA2D18BL917991,reassigned
supplier 0,secure laptop,1D7RB1GP3BS016927,under evaluation
supplier 4,data encryption module,WP0CB2A81CS608383,in transit
supplier 2,secure smartphone,WAUYP54B31N819755,undergoing training
supplier 4,secure smartphone,WP1AB2A26FL093278,under analysis
supplier 0,secure laptop,JN8AZ1MU5DW504905,critical condition
supplier 4,secure backpack,WBA3D5C53EF770927,surveillance mode
supplier 2,data transmitter,WAUHGBFC1CN414162,surveillance mode
supplier 0,tactical headset,WAUDF98E98A338889,under evaluation
supplier 3,radio earpiece,SAJWA4DC6BM176759,under repair
supplier 2,covert pen,JH4DC23101S695741,reserve
supplier 0,secure messaging app,JTHFN2EY1A9856540,awaiting deployment
supplier 1,handheld transceiver,1FAHP3FN6AW922389,under maintenance
