0,1,2,3
supplier 0,handheld transceiver,1N6AA0CC3BN700072,undergoing upgrades
supplier 1,encryption device,1YVHZ8BH7C5426425,emergency standby
supplier 1,covert watch,WBAFR9C58DD200101,in development
supplier 2,covert pen,1G4GD5GG0AF370345,under maintenance
supplier 3,secure backpack,WAUDF78E06A859940,recalled
supplier 3,covert watch,2C3CDXCT1EH177678,destroyed
supplier 0,voice changer device,JTHBL5EF0E5030070,destroyed
supplier 1,secure smartphone,1GYS4GEF4DR365859,inactive
supplier 0,covert pen,WA1CGAFPXEA214508,under repair
supplier 4,voice changer device,1GYEE637290170015,inactive
supplier 3,data transmitter,WAULT68E43A184457,awaiting deployment
supplier 1,covert watch,KNALN4D76E5988180,under evaluation
supplier 2,secure messaging app,2C3CA3CV5AH254923,active
supplier 1,secure tablet,1FTEW1CW3AF271804,under analysis
supplier 2,secure laptop,1N6AD0CW4FN177832,in transit
supplier 3,data transmitter,1N4AL3APXEC107285,under evaluation
supplier 0,voice changer device,1GYUCJEF3AR370913,in development
supplier 3,satellite phone,1G6DN8EV5A0458420,retired
supplier 0,secure walkie-talkie,WP0CB2A89FS591742,under analysis
supplier 4,secure messaging app,2T2BK1BA3BC033271,undergoing training
supplier 3,handheld transceiver,1FTSW3B57AE541324,in transit
supplier 1,secure wi-fi hotspot,5XYKT3A11CG427260,critical condition
supplier 2,tactical headset,WDDUG7JB1FA556462,in transit
supplier 1,covert watch,3D7JV1EP1BG671733,retired
supplier 2,radio backpack,JM1DE1KY2E0779775,in development
supplier 0,secure backpack,19UUA56621A719559,reserve
supplier 1,handheld transceiver,WBAHN83517D451142,under repair
supplier 4,secure tablet,WBAEN33432P381485,temporary storage
supplier 4,radio earpiece,WBAYG0C50DD397050,lost in action
supplier 4,secure messaging app,WAUDFAFL1BN120920,surveillance mode
supplier 0,satellite phone,WBAPK5G56BN256850,reserve
supplier 0,secure walkie-talkie,1FTMF1EWXAF473256,retired
supplier 4,data encryption module,19UUA765X7A731096,under analysis
supplier 1,secure walkie-talkie,1GYS3KEF3ER043186,standby
supplier 2,secure tablet,1D4RE4GG5BC661885,standby
supplier 0,secure tablet,WBA3A9G59EN210197,awaiting deployment
supplier 2,secure smartphone,WAUHFBFL3DN236193,under repair
supplier 3,satellite phone,SALVP2BG2FH455927,destroyed
supplier 4,satellite phone,3VW517AT9FM718945,in transit
supplier 0,radio backpack,WD3PE7DC9F5591058,standby
supplier 3,tactical headset,1FTEW1E89AK838376,in development
supplier 0,secure messaging app,JTHBL5EF0A5100290,lost in action
supplier 1,covert watch,1FMJK1G53AE742234,temporary storage
supplier 0,data encryption module,WDDHF0EBXFB759026,active
supplier 2,secure walkie-talkie,1FMJK1G55DE474338,critical condition
supplier 3,secure smartphone,1N4AL3AP7EC293027,active
supplier 0,covert watch,1GKS1EEF8ER098587,emergency standby
supplier 4,covert watch,WAUDFAFC8FN322403,temporary storage
supplier 4,encryption device,5NPEB4ACXBH485141,critical condition
supplier 4,data transmitter,TRUVD38J891534191,under repair
supplier 1,secure messaging app,WBSPM9C5XAE688116,inactive
supplier 0,data transmitter,1G6DP1ED1B0113380,undergoing testing
supplier 1,secure wi-fi hotspot,KNADH4A34A6175910,destroyed
supplier 2,data transmitter,WBA6B4C55FD278670,undergoing training
supplier 1,tactical headset,1FTEX1EW6AK358727,under repair
supplier 3,encryption device,WP0CB2A86CS663055,temporary storage
supplier 2,data encryption module,3GTU1YEJ6DG238953,undergoing training
supplier 2,secure messaging app,SCFEBBACXAG513917,surveillance mode
supplier 0,voice changer device,WBAUN1C53DV847553,active
supplier 3,handheld transceiver,2G4WN58C481626671,critical condition
supplier 2,tactical headset,WBAEV33425K631848,critical condition
supplier 3,data encryption module,WAULT68E44A469743,under repair
supplier 0,handheld transceiver,3C63DPHL9CG273311,critical condition
supplier 4,secure tablet,WBADR63441G385240,recalled
supplier 1,encryption device,WAULFAFH4DN935414,surveillance mode
supplier 0,encryption device,1GKS2FEJ9DR505516,active
supplier 2,data transmitter,WAUDL54F15N322044,critical condition
supplier 1,encryption device,WBADX1C57CE595086,active
supplier 1,covert watch,WAU4GAFB3BN978619,inactive
supplier 1,secure laptop,3GYFNDE35ES453871,reassigned
supplier 3,tactical antenna,1N6AA0CJ1DN899057,in transit
supplier 4,secure messaging app,WAUAF78E75A970373,destroyed
supplier 3,secure backpack,JH4NA12621T268220,emergency standby
supplier 0,tactical headset,WBAKX6C52BC584611,under repair
supplier 4,secure smartphone,WUARL48H19K734327,recalled
supplier 1,covert watch,JM1NC2LF3F0684057,undergoing testing
supplier 3,secure smartphone,JH4CU2F65CC961543,lost in action
supplier 0,tactical headset,1G6YX36D965365995,undergoing training
supplier 2,secure smartphone,YV126MEC9F1834735,critical condition
supplier 4,secure walkie-talkie,4T1BD1FK0FU587471,in development
supplier 3,secure backpack,5N1AN0NU9FN363518,critical condition
supplier 0,secure messaging app,WBA3B9C58DF193128,reassigned
supplier 1,tactical headset,5FNRL5H27EB752966,standby
supplier 4,secure smartphone,JN1CV6AP9BM509001,critical condition
supplier 3,secure walkie-talkie,WBA3R5C51EF333557,under maintenance
supplier 4,secure messaging app,SCBCU7ZA3AC126118,undergoing testing
supplier 0,handheld transceiver,1G4HB5EM9AU212584,under evaluation
supplier 4,tactical antenna,WAUMR44E15N754715,retired
supplier 4,covert pen,WBAUT9C56CA538041,under repair
supplier 4,tactical headset,KNAGM4A74B5684804,active
supplier 1,data transmitter,2C4RDGBG1FR480689,active
supplier 4,satellite phone,WBAUL7C57AV631614,inactive
supplier 0,voice changer device,WDDEJ7KBXDA538043,critical condition
supplier 2,satellite phone,1N6AA0CA0FN252233,inactive
supplier 4,encryption device,WBAKE3C52CE334120,surveillance mode
supplier 0,secure walkie-talkie,WAUVC58E42A085669,recalled
supplier 2,secure smartphone,WBAAV33401E869950,inactive
supplier 4,tactical radio,WAUHF98P49A709137,undergoing training
supplier 4,tactical antenna,1FTFW1E85AF303784,under analysis
supplier 4,secure laptop,1FTNS1EWXAD758924,lost in action
supplier 1,secure tablet,3VW1K7AJ9BM306089,under analysis
supplier 1,covert pen,1G4GD5GD9BF625565,under maintenance
supplier 1,secure wi-fi hotspot,WAURV78TX9A316381,lost in action
supplier 3,secure messaging app,WAUJT54B22N571660,undergoing upgrades
supplier 4,covert watch,WBAYP5C50ED762647,reserve
supplier 0,data transmitter,WBADW7C58BE870632,active
supplier 1,secure wi-fi hotspot,WBA3B5C58DJ701670,reserve
supplier 3,covert pen,19XFB2F20CE953313,covert operation
supplier 4,covert pen,WAUXU54B63N773801,inactive
supplier 2,tactical headset,2G4WE587381849447,destroyed
supplier 2,data encryption module,3D73Y3HL3BG518002,under analysis
supplier 3,secure laptop,WP0AA2A88CU891539,temporary storage
supplier 4,secure laptop,WBAPT7C50AC694434,surveillance mode
supplier 0,satellite phone,1G6DG8EYXB0433518,lost in action
supplier 0,encryption device,1GTCSBD93A8287994,lost in action
supplier 0,secure wi-fi hotspot,5N1AT2ML9FC874703,reassigned
supplier 2,handheld transceiver,SCBDP3ZA7BC933635,active
supplier 4,secure smartphone,WBALL5C5XEP801958,surveillance mode
supplier 3,satellite phone,1G6KE57Y14U542938,standby
supplier 4,tactical headset,WVWED7AJXDW424623,reserve
supplier 0,encryption device,1FTMF1EW5AF922102,under repair
supplier 2,secure laptop,WAUDF48H27A777850,inactive
supplier 3,radio earpiece,TRUUT28N321227514,under maintenance
supplier 1,secure backpack,4A31K5DF7CE882136,emergency standby
supplier 3,covert watch,1C3BCBEB5DN771475,retired
supplier 1,secure laptop,WAUXU64B62N149176,surveillance mode
supplier 0,secure wi-fi hotspot,2C3CDXGJXCH745710,covert operation
supplier 2,encryption device,WAUVC68EX3A513820,under analysis
supplier 3,handheld transceiver,WP0AB2A91FS384195,active
supplier 1,covert pen,4A31K3DT8CE275642,undergoing upgrades
supplier 4,secure backpack,3C63DPBL4CG320687,covert operation
supplier 1,secure wi-fi hotspot,1FAHP3FNXAW192423,active
supplier 4,secure messaging app,19VDE1F77EE830320,lost in action
supplier 2,tactical headset,WBA8Z5C50FG668049,covert operation
supplier 0,secure laptop,WBAEN33465E839746,inactive
supplier 1,secure laptop,JTEBU5JR4C5519174,critical condition
supplier 2,secure walkie-talkie,WBA3T3C55F5589598,undergoing training
supplier 0,handheld transceiver,1G4PT5SV2E4371474,recalled
supplier 0,data transmitter,1G6YV36A385165192,emergency standby
supplier 2,encryption device,YV440MBM4F1090973,under analysis
supplier 0,covert watch,WAUBF78E88A268278,temporary storage
supplier 2,voice changer device,SCBBR9ZA1CC354842,undergoing training
supplier 4,data encryption module,WAUBFBFL4AN944728,under repair
supplier 3,secure messaging app,WBALL5C53DE553417,under evaluation
supplier 2,satellite phone,WBA3B5G53EN012429,covert operation
supplier 3,voice changer device,1C3CCBCGXDN378509,undergoing testing
supplier 1,secure messaging app,5UXZW0C51CL842019,active
supplier 3,encryption device,KNDKG3A23A7887527,in transit
supplier 0,radio backpack,WAUAFAFL8FA109686,reserve
supplier 1,data transmitter,KNDPB3A21C7755485,emergency standby
supplier 3,satellite phone,WA1CMAFE2BD227870,undergoing upgrades
supplier 0,secure messaging app,WA1WMAFE5BD008088,in development
supplier 3,tactical antenna,3GYFNBE31CS101906,inactive
supplier 2,handheld transceiver,WBAKN9C55ED057040,reserve
supplier 3,secure backpack,WBANN73526C587989,under analysis
supplier 0,secure wi-fi hotspot,WA1LGAFE0ED311763,inactive
supplier 2,secure walkie-talkie,1N6AA0CC4CN272465,undergoing training
supplier 3,radio backpack,1G4GB5GR6FF834642,under analysis
supplier 3,secure laptop,JN8AZ2KR4ET378463,undergoing training
supplier 0,encryption device,WBAUP9C5XDV353845,in transit
supplier 0,radio earpiece,3D7LP2ET9BG911939,covert operation
supplier 1,handheld transceiver,KNDKG3A25A7342364,in development
supplier 4,radio backpack,1GD11XEG3FF209704,recalled
supplier 2,secure wi-fi hotspot,SCFEBBBK7BG175190,emergency standby
supplier 4,voice changer device,WVGAV7AX9AW227904,lost in action
supplier 4,tactical antenna,1GYUCFEJ0AR609139,temporary storage
supplier 1,data transmitter,WA1LMAFE3FD870184,active
supplier 0,satellite phone,WBAUU33509A541519,undergoing upgrades
supplier 0,radio earpiece,WAUDK78T99A711400,covert operation
supplier 4,satellite phone,WAUEFAFL9BA516606,inactive
supplier 1,handheld transceiver,JH4KB16698C835530,undergoing training
supplier 4,secure tablet,WA1YD64B53N467079,destroyed
supplier 2,radio backpack,WDDPK4HA3CF211794,reassigned
supplier 0,covert watch,WBAHN03596D948181,in development
supplier 0,tactical headset,WBA1J7C55FV592599,under repair
supplier 2,tactical headset,WAUNF98P67A805562,undergoing upgrades
supplier 2,secure smartphone,JH4CL95946C913396,recalled
supplier 3,voice changer device,3VW1K7AJ4DM343408,undergoing upgrades
supplier 4,handheld transceiver,5N1BA0NDXFN505357,under maintenance
supplier 3,radio backpack,WAUDG74F36N765135,under repair
supplier 1,secure tablet,WAUZL54BX1N559077,under analysis
supplier 0,radio backpack,WVGAV7AX9CW927604,temporary storage
supplier 2,data transmitter,1G4HP57236U165217,under maintenance
supplier 2,tactical radio,WVWAN7ANXDE046050,recalled
supplier 1,tactical antenna,WVWBB7AJ8DW126967,awaiting deployment
supplier 2,handheld transceiver,1FAHP3FN0AW100218,undergoing testing
supplier 0,secure tablet,JHMFA3F26AS799532,critical condition
supplier 3,satellite phone,1GD311CG2FZ361271,destroyed
supplier 1,covert watch,JM1CW2BL7C0195839,retired
supplier 2,tactical antenna,1FMJU2A50AE854546,standby
supplier 2,tactical headset,1G6YV36A975608511,active
supplier 3,secure backpack,WBABD33484P195496,undergoing upgrades
supplier 2,data encryption module,JTHFF2C27F2779829,awaiting deployment
supplier 2,tactical headset,5J8TB3H50GL175657,critical condition
supplier 3,secure backpack,WBAVT13536K232693,inactive
supplier 2,data encryption module,5UXFG2C53BL629406,reassigned
supplier 4,covert watch,WA1AV94L87D258407,reserve
supplier 2,covert watch,JM1DE1HY6B0046101,undergoing upgrades
supplier 3,encryption device,5GAKRAKD4EJ064923,under repair
supplier 2,tactical headset,WAUWFAFH2DN857146,reserve
supplier 0,tactical radio,WAUAF78EX5A630585,temporary storage
supplier 0,radio earpiece,1G6DL5E38C0628002,reserve
supplier 4,secure laptop,5TFBW5F19DX267591,in development
supplier 2,secure messaging app,WAUGN74F27N880815,destroyed
supplier 2,satellite phone,1N6AA0CC2AN390477,awaiting deployment
supplier 0,secure messaging app,WA1C8BFP8DA301325,standby
supplier 4,encryption device,1C4PJLAB9FW946388,undergoing upgrades
supplier 3,secure walkie-talkie,JH4CU4F49AC003108,in transit
supplier 1,secure walkie-talkie,JTHSE5BC8F5462587,recalled
supplier 4,tactical antenna,2C4RDGBG4ER181079,undergoing upgrades
supplier 4,covert pen,1FTMF1CW3AK397227,emergency standby
supplier 4,secure walkie-talkie,5UXFG8C51BL157287,emergency standby
supplier 2,secure wi-fi hotspot,YV1982BW8A1370454,under evaluation
supplier 0,secure walkie-talkie,WAUAFAFL6FA652129,destroyed
supplier 4,secure tablet,WUAAU34239N810036,awaiting deployment
supplier 4,handheld transceiver,3C3CFFJH7ET869678,under repair
supplier 2,secure backpack,1C3CDFEB5FD795051,surveillance mode
supplier 1,covert watch,SCFFDAAE4BG800715,undergoing training
supplier 3,data encryption module,WBA3B3C50EJ574273,covert operation
supplier 3,covert pen,2HNYD18223H034146,active
supplier 1,encryption device,1GKS1GEJ8BR836030,retired
supplier 2,tactical headset,1G6DJ5EG1A0167926,reserve
supplier 2,covert pen,SALWG2WF9EA935279,under analysis
supplier 1,radio earpiece,WA1WKAFPXCA188761,under repair
supplier 1,secure messaging app,2G4WF551931032358,active
supplier 4,data transmitter,WA1LMBFE3FD294120,undergoing upgrades
supplier 2,secure wi-fi hotspot,3N1BC1APXBL862877,temporary storage
supplier 1,secure smartphone,1G6DV1EP9C0312551,under repair
supplier 0,secure laptop,KMHHT6KJ5FU839481,temporary storage
supplier 3,secure laptop,1G4CU541054667390,awaiting deployment
supplier 2,satellite phone,1FM5K7B87EG628379,lost in action
supplier 0,secure tablet,1C4RDHAG6EC836679,covert operation
supplier 3,voice changer device,WP0CA2A85CS811487,under maintenance
supplier 1,satellite phone,1FTSW3A57AE720934,inactive
supplier 1,radio earpiece,5FNRL5H21FB127173,under evaluation
supplier 4,tactical antenna,WAUHF78P98A238640,inactive
supplier 1,tactical headset,3C6JD6DK3CG564028,retired
supplier 1,secure laptop,5LMJJ2JT7FE372395,reassigned
supplier 0,tactical headset,JHMFA3F27AS094254,reserve
supplier 3,satellite phone,19UUA8F52CA743100,under maintenance
supplier 3,secure backpack,ZHWGU6BZXCL268310,under repair
supplier 2,covert pen,WAU3FAFR5AA055530,under maintenance
supplier 4,secure wi-fi hotspot,1D4RE5GG1BC482720,undergoing upgrades
supplier 1,covert pen,2C3CDXGJ4FH468671,in development
supplier 3,secure smartphone,WAUDH94F36N665979,destroyed
supplier 2,voice changer device,5GALVCED6AJ685971,recalled
supplier 2,tactical headset,5UXKR6C58F0335314,surveillance mode
supplier 2,tactical antenna,SALVP2BG9FH068856,recalled
supplier 0,secure laptop,1G6DJ8EG8A0889475,undergoing testing
supplier 3,secure messaging app,JTDZN3EU3EJ274008,undergoing upgrades
supplier 4,voice changer device,SCBDR3ZA1AC494800,under analysis
supplier 0,data encryption module,1GYFK53209R528381,surveillance mode
supplier 0,covert pen,WAUAKAFB3BN118124,destroyed
supplier 4,satellite phone,1FTWW3A57AE407206,critical condition
supplier 3,radio backpack,5UXFA93535L789896,recalled
supplier 3,tactical headset,1G6DU6EV6A0773444,undergoing upgrades
supplier 4,tactical radio,3C63DPML6CG389412,surveillance mode
supplier 1,encryption device,1G4GC5GR0CF935524,undergoing testing
supplier 4,radio earpiece,KM8JT3AC3AU081216,emergency standby
supplier 4,radio backpack,WAULC68EX4A414410,under repair
supplier 1,secure smartphone,YV1982BW6A1519038,undergoing training
supplier 0,voice changer device,1D7RW3GK7BS831457,lost in action
supplier 0,data encryption module,WAUGFAFR2CA181963,temporary storage
supplier 0,data encryption module,JA4AD3A35FZ493868,reserve
supplier 3,secure messaging app,JHMZF1C47BS063337,undergoing upgrades
supplier 4,radio earpiece,JH4DC53086S533663,in development
supplier 3,data encryption module,5GAKVBKD9FJ151378,inactive
supplier 3,radio backpack,1G6DH5E57C0577692,under maintenance
supplier 2,radio earpiece,WAUEFAFL3DN847015,lost in action
supplier 3,handheld transceiver,2B3CA2CV4AH963608,temporary storage
supplier 3,handheld transceiver,WAUMV94E89N688498,standby
supplier 3,data encryption module,1G6AR5S38E0570448,under maintenance
supplier 3,secure laptop,WAUSH94F18N816926,destroyed
supplier 1,encryption device,JHMFA3F28AS024388,inactive
supplier 3,radio earpiece,JTHKD5BH2E2655994,in transit
supplier 4,tactical radio,3GYFNAE38CS365313,retired
supplier 0,secure backpack,WAUBF98E38A271200,undergoing testing
supplier 4,secure laptop,KMHTC6AD0FU629439,reassigned
supplier 0,secure smartphone,YV1672MK7C2718550,covert operation
supplier 1,covert pen,1N4AL2AP9AC019557,retired
supplier 1,data encryption module,1FTEW1CF7FK574213,destroyed
supplier 3,secure messaging app,1G6DC5EG2A0808835,destroyed
supplier 2,secure messaging app,JTHBL5EF4B5752394,surveillance mode
supplier 2,data transmitter,1G6AJ5SX8D0452148,critical condition
supplier 2,handheld transceiver,WAUMK98K89N161666,destroyed
supplier 3,radio earpiece,2C3CCAAG0EH630842,emergency standby
supplier 4,tactical radio,1FADP5BU1DL506103,undergoing training
supplier 1,encryption device,WBAWL13559P163713,under analysis
supplier 3,data encryption module,WAUMGAFL8AA033051,destroyed
supplier 4,secure messaging app,WBAWC7C58AP330086,under maintenance
supplier 2,data transmitter,5TDBK3EH8CS860278,standby
supplier 0,tactical radio,WBAWV13508P605774,reassigned
supplier 2,tactical headset,1G4HP54K034800345,destroyed
supplier 2,secure messaging app,1FMJK1J56AE731611,under repair
supplier 2,tactical headset,1G4CU541214735814,under analysis
supplier 1,satellite phone,2C3CCAKG5EH134479,inactive
supplier 2,encryption device,WBAAN37431N442143,recalled
supplier 1,tactical headset,5GAEV23D99J136248,undergoing upgrades
supplier 1,secure smartphone,1G6KE57Y25U990848,emergency standby
supplier 0,voice changer device,WAUWFBFL6BA044388,in transit
supplier 1,secure tablet,19UUA9F73DA104037,recalled
supplier 1,data encryption module,1N6AA0EC0EN930816,lost in action
supplier 2,data transmitter,1FMCU0D73AK788974,under analysis
supplier 0,secure laptop,WDDNG7BBXBA168305,under maintenance
supplier 4,tactical headset,VNKKTUD38FA033317,retired
supplier 1,handheld transceiver,3N6CM0KN2DK448018,reserve
supplier 0,data encryption module,SAJWA0FS0FP808351,awaiting deployment
supplier 4,secure smartphone,JN1CV6EK3CM461513,in development
supplier 3,data encryption module,2HNYB1H45CH616295,standby
supplier 3,encryption device,KNAFU6A23A5525170,awaiting deployment
supplier 4,secure walkie-talkie,WBALL5C52EP511679,emergency standby
supplier 0,satellite phone,KMHTC6AD8DU561999,retired
supplier 1,tactical headset,WA1C8AFP1DA668819,in development
supplier 0,secure backpack,1GD02ZCG6BF492388,active
supplier 3,secure smartphone,1G4GD5G38FF096476,standby
supplier 0,tactical antenna,JTDKN3DP5D3026276,undergoing training
supplier 3,secure messaging app,1FTEX1EW1AK354472,in transit
supplier 2,covert watch,1FTMF1CW7AF246223,under maintenance
supplier 2,satellite phone,WBA3B3C50DF765046,emergency standby
supplier 4,tactical headset,3D73M3CL4AG155890,temporary storage
supplier 1,secure laptop,WA1MYAFE4AD238683,reserve
supplier 2,radio earpiece,5UXFE435X7L768618,reserve
supplier 0,handheld transceiver,WBA3C1G50DN380118,recalled
supplier 0,handheld transceiver,JTDKDTB36D1498212,critical condition
supplier 2,data transmitter,1GYFC13249R583020,under maintenance
supplier 0,tactical antenna,WBS3C9C52FP963779,covert operation
supplier 2,secure tablet,5UXZV4C51BL496403,surveillance mode
supplier 2,voice changer device,WAURD68D12A023206,covert operation
supplier 3,tactical radio,1G4HD57288U556827,awaiting deployment
supplier 4,handheld transceiver,SCBZK22E31C361053,awaiting deployment
supplier 0,secure wi-fi hotspot,4T1BF3EK3AU102529,covert operation
supplier 4,secure walkie-talkie,1FTWX3B52AE364230,under evaluation
supplier 3,secure messaging app,4T1BD1FK5FU861229,under analysis
supplier 0,radio backpack,TRUUT28N361617048,retired
supplier 1,secure messaging app,5J8TB1H51CA859353,covert operation
supplier 3,secure walkie-talkie,1FTEX1E82AK099011,covert operation
supplier 1,radio earpiece,WAUDH98E56A873158,undergoing training
supplier 1,secure backpack,1G6ET12952B381921,under repair
supplier 0,data encryption module,WAUYGAFC9DN826373,inactive
supplier 1,secure tablet,JH4CU4F42AC413684,in transit
supplier 4,voice changer device,4T3BA3BB2DU736607,undergoing upgrades
supplier 1,covert pen,JM3KE2BE5D0425533,temporary storage
supplier 3,data transmitter,2G4GP5EC2B9606284,active
supplier 4,secure laptop,5UXZV4C57DL591907,under analysis
supplier 3,secure wi-fi hotspot,WAUAF78E46A011322,reassigned
supplier 1,secure messaging app,5N1CR2MN2EC648462,covert operation
