0,1,2,3
supplier 2,shadow shard,5UXZV8C56CL054743,critical condition
supplier 5,silent serpent,1G6AM5S36D0479160,under repair
supplier 4,cyclone viper,1GYEK63N66R409483,under maintenance
supplier 1,guardian veil,3LN6L2LU9ER550103,destroyed
supplier 3,phantom fury,1N4AL2AP4CN041229,covert operation
supplier 2,cyclone viper,1G6DF5EG7A0736408,undergoing training
supplier 4,ghosteye,2G61N5S30D9314210,lost in action
supplier 1,whisperer,WP0AB2A95BS330358,active
supplier 3,serpent wrath,5GAKVCKD9EJ504982,retired
supplier 4,nebula blaze,4T1BF3EK5BU757325,under maintenance
supplier 2,talon shroud,WVGAV7AX4CW063724,in development
supplier 3,phantom fury,KMHTC6AD8FU836239,covert operation
supplier 4,toxic whisper,JN1BY0AR1AM584162,under repair
supplier 2,silent serenity,3N1CN7AP8DL232165,undergoing testing
supplier 2,solar saber,1N6AD0CW8EN480966,undergoing upgrades
supplier 3,talon shroud,1GYFC56209R920446,emergency standby
supplier 2,silent serpent,1C4RDHDG5EC732275,inactive
supplier 2,spectral storm,5FNYF3H21EB768622,emergency standby
supplier 2,talon shroud,3N1CN7AP0FL626956,emergency standby
supplier 1,storm surge,SCFAD05D59G983445,undergoing training
supplier 5,ghosteye,WBABS53412E860202,active
supplier 3,quantum pulse,2G4GR5EK3C9447939,under repair
supplier 1,firestorm annihilator,SCBCR63W64C376473,critical condition
supplier 1,celestial saber,3C3CFFAR0FT820316,reassigned
supplier 3,nebula blaze,1FTSX2A58AE113593,inactive
supplier 3,whisperer,1FTMF1EW6AF895976,reassigned
supplier 1,phantom fury,JN8AE2KP0F9496485,under evaluation
supplier 1,storm surge,JM1NC2SF5F0719618,reassigned
supplier 2,ghosteye,KNAFU6A28A5991791,standby
supplier 2,whisperer,WA1WMAFPXEA070853,awaiting deployment
supplier 5,cyclone blades,5GAKVBKD8EJ647299,recalled
supplier 4,toxic whisper,WBADT33413G521519,undergoing training
supplier 5,silent serenity,JH4DC53873S381229,temporary storage
supplier 3,toxic whisper,1FTSX2B58AE428389,critical condition
supplier 5,silent serenity,WAUAF98E95A709838,surveillance mode
supplier 4,twilight striker,1G6KD54Y55U011086,active
supplier 2,phantom fury,WAULT68E92A502524,emergency standby
supplier 3,inferno wraith,3GYEK62827G780816,standby
supplier 2,spectral storm,WAULT68EX5A504402,under analysis
supplier 1,twilight striker,5LMJJ3H53CE661900,temporary storage
supplier 1,talon shroud,WBACN33421L468503,under evaluation
supplier 5,inferno wraith,2T1KU4EE9CC302132,temporary storage
supplier 4,shadow shard,1G6AH5SX2E0636031,covert operation
supplier 3,shadow shard,WBAUN9C52AV866542,standby
supplier 4,silent serpent,5N1AT2ML8EC964178,covert operation
supplier 4,spectral storm,WAUJC68E64A954036,under analysis
supplier 4,firestorm annihilator,19UUA8F7XDA680251,inactive
supplier 3,nebula blaze,WP0AB2A97FS751326,active
supplier 2,cyclone viper,KL4CJBSB7FB711688,under maintenance
supplier 1,ghosteye,WBAUN1C51DV900864,awaiting deployment
supplier 2,guardian veil,1G4HJ5EM5AU308277,reserve
supplier 5,quantum pulse,WP0AA2A89CU483017,critical condition
supplier 5,ghosteye,WAUVT54B73N164064,retired
supplier 3,phantom fury,WBAPL33599A449275,reserve
supplier 5,firestorm annihilator,3C3CFFER7DT054625,in transit
supplier 2,solar saber,WAUNF78P18A666639,standby
supplier 3,solar saber,2C4JDGAG3CR549912,undergoing upgrades
supplier 3,nebula blaze,WBAUU33519A769769,covert operation
supplier 2,firestorm annihilator,1C4RDJAG4DC135189,destroyed
supplier 4,celestial saber,2T1KE4EE9BC713574,awaiting deployment
supplier 3,ghosteye,WAURD68D02A872212,reassigned
supplier 3,shadow shard,JTEBC3EH3B2065394,undergoing training
supplier 5,sonic eclipse,3C63D3DL7CG760649,recalled
supplier 3,thunderclap enforcer,3GYFNJE43AS355908,undergoing testing
supplier 3,celestial saber,1G4HD57226U828317,emergency standby
supplier 1,sonic eclipse,WAUBH74F77N866216,under repair
supplier 5,toxic whisper,1D7RB1GK0BS412446,in development
supplier 1,nebula blaze,3G5DA03E93S943935,destroyed
supplier 3,inferno wraith,3MZBM1U71EM849873,in transit
supplier 3,inferno wraith,3FA6P0SU7FR766649,inactive
supplier 5,thunderclap enforcer,2D4RN1AG4BR422388,under evaluation
supplier 4,ghosteye,2G61V5S86E9702152,emergency standby
supplier 2,inferno wraith,TRUUT28N641605490,surveillance mode
supplier 4,nebula blaze,1N6AA0CA5DN660739,critical condition
supplier 5,serpent wrath,JH4CL95964C016870,lost in action
supplier 5,phantom fury,1FAHP3EN5BW355059,recalled
supplier 3,nebula blaze,WDDHF0EB3FB990110,critical condition
supplier 5,silent serenity,1HGCR2E7XEA370394,retired
supplier 3,guardian veil,1G6AB1R36F0172546,under analysis
supplier 2,sonic eclipse,1J4NF1FB4BD933067,under maintenance
supplier 4,inferno wraith,WAUEF78E57A113067,under evaluation
supplier 1,storm surge,5FPYK1F45DB493718,covert operation
supplier 4,havoc quake,1B3CB1HA1AD706447,temporary storage
supplier 2,twilight striker,1G6DV8EP7E0338626,awaiting deployment
supplier 5,thunderclap enforcer,SCFEBBCFXCG726117,standby
supplier 2,celestial saber,WBAUU3C54AA148756,in development
supplier 3,phantom fury,SCBZK22E61C119339,critical condition
supplier 2,celestial saber,WBAAX13404P276466,under analysis
supplier 5,celestial saber,KM8NU4CC0AU849591,awaiting deployment
supplier 5,quantum pulse,1G6KE54Y55U460460,undergoing upgrades
supplier 1,talon shroud,WUAAU34238N098142,under analysis
supplier 4,phantom fury,YV4902DZ7C2662269,under evaluation
supplier 1,twilight striker,1N6AA0CCXEN719707,awaiting deployment
supplier 5,silent serpent,3GYVKMEF6AG339471,in transit
supplier 4,havoc quake,WVGAV7AX5FW370954,reassigned
supplier 4,thunderclap enforcer,WVWAA7AJ1CW927270,active
supplier 3,silent serenity,4A31K2DF9CE574786,recalled
supplier 5,guardian veil,WA1WMBFE3FD196072,in development
supplier 5,ghosteye,WBAFU9C57DD688312,undergoing upgrades
supplier 3,silent serenity,1N6AA0EJ8FN360113,emergency standby
supplier 1,nebula blaze,WAUXL68E95A158313,retired
supplier 1,thunderclap enforcer,1GYS4PKJ6FR022336,active
supplier 2,storm surge,WBAYE0C5XDD872919,surveillance mode
supplier 1,ghosteye,2C4RDGBG9DR522376,under maintenance
supplier 1,serpent wrath,1G6AR5SX5E0750358,under maintenance
supplier 5,guardian veil,SCFEDCAD3CG900546,destroyed
supplier 1,serpent wrath,SCFFBCBD5BG723800,temporary storage
supplier 3,nebula blaze,VNKJTUD34FA273069,temporary storage
supplier 2,twilight striker,3N1BC1AP7AL114229,emergency standby
supplier 4,cyclone blades,WBASN2C58BC063178,active
supplier 2,spectral storm,1G6YV36A565537015,inactive
supplier 3,phantom fury,3VW4A7AT8DM643910,undergoing upgrades
supplier 1,firestorm annihilator,SCFEBBCF3BG881168,recalled
supplier 1,storm surge,JN1AZ4EHXFM323170,undergoing upgrades
supplier 3,phantom fury,WBAKG1C51DJ188896,inactive
supplier 2,inferno wraith,WBASP4C51AC143944,under maintenance
supplier 2,thunderclap enforcer,1G6DJ8EY5B0830247,emergency standby
supplier 2,thunderclap enforcer,WBAEN33413E976395,recalled
supplier 5,nebula blaze,1G6DL8E39C0916743,under analysis
supplier 4,talon shroud,WAUPL68E14A966718,standby
supplier 3,cyclone viper,3N1AB7AP1FY920319,undergoing upgrades
supplier 1,whisperer,KNADH5A34A6167103,reassigned
supplier 4,firestorm annihilator,WAU2GAFC8DN918287,temporary storage
supplier 1,guardian veil,4T3BA3BB6FU780693,recalled
supplier 5,ghosteye,4T1BF3EK3AU169034,emergency standby
supplier 1,cyclone blades,1GYS3HEFXBR971950,reassigned
supplier 2,quantum pulse,WAUFFBFL8CN043852,emergency standby
supplier 3,nebula blaze,ZFBCFADH3EZ960081,standby
supplier 5,nightfall reaper,JTDKTUD30ED599185,retired
supplier 1,storm surge,1G6KD57Y68U208896,under repair
supplier 5,firestorm annihilator,3C3CFFDR7ET989453,under repair
supplier 2,talon shroud,WAUHF98P37A458124,emergency standby
supplier 4,serpent wrath,1C4RDHAG7DC648588,surveillance mode
supplier 5,toxic whisper,1C6RD6KP0CS697775,under analysis
supplier 1,toxic whisper,1G4GF5G38DF045826,in development
supplier 5,phantom fury,WAUDFAFL4DA497798,under repair
supplier 3,inferno wraith,1G6DF8EY9B0963000,in transit
supplier 2,storm surge,3VW1K7AJ6FM078882,under evaluation
supplier 3,storm surge,3N1AB7AP2FY894524,undergoing upgrades
supplier 5,phantom fury,2G4GT5GKXC9910979,reassigned
supplier 3,nightfall reaper,WAUSF98E96A017844,surveillance mode
supplier 1,toxic whisper,WBAEK13476C136666,lost in action
supplier 5,nightfall reaper,1C3CDFCB7ED767320,covert operation
supplier 5,thunderclap enforcer,3VWA17AU1FM976576,in transit
supplier 4,havoc quake,JN1AZ4EH4DM242193,recalled
supplier 3,havoc quake,1ZVBP8JZ3D5986680,lost in action
supplier 5,whisperer,2C3CDXCT2EH306396,under evaluation
supplier 2,sonic eclipse,1G4GC5ER9CF585832,active
supplier 4,whisperer,JN8CS1MU6FM235826,inactive
supplier 4,phantom fury,1N6BF0KX4FN409239,undergoing testing
supplier 2,guardian veil,19VDE1F39FE290290,under maintenance
supplier 3,silent serenity,JM1GJ1T51E1281414,awaiting deployment
supplier 2,firestorm annihilator,WBA3B9G59FN682303,lost in action
supplier 3,talon shroud,1G6YX36D665258497,in transit
supplier 4,serpent wrath,1G6AE5SX9F0664015,under analysis
supplier 5,nightfall reaper,JTDZN3EU8EJ807146,emergency standby
