0,1,2,3
supplier 2,inferno wraith,WBAHN035X7D354894,under analysis
supplier 1,celestial saber,WAUAF48H08K069868,inactive
supplier 1,sonic eclipse,WAUTFAFH8DN707223,surveillance mode
supplier 2,guardian veil,1FTKR1AD4BP866071,destroyed
supplier 2,cyclone viper,1GYS3CEF4BR782052,under maintenance
supplier 1,storm surge,3GYFK62898G377745,emergency standby
supplier 1,serpent wrath,1GYFK43579R748041,destroyed
supplier 3,cyclone viper,1FMJK1H58CE790099,standby
supplier 3,thunderclap enforcer,1D4PU2GK2BW516773,reserve
supplier 1,inferno wraith,SCBFT7ZA4FC149415,destroyed
supplier 1,toxic whisper,1C4RJEAG3DC261883,retired
supplier 2,twilight striker,3C3CFFDR7FT032807,under maintenance
supplier 1,havoc quake,5NPDH4AE6FH973441,reassigned
supplier 1,guardian veil,YV1672MC2BJ993188,undergoing testing
supplier 3,solar saber,3N1AB6AP2BL260065,under repair
supplier 2,silent serpent,1C4RDJDG2DC683865,emergency standby
supplier 3,sonic eclipse,WBAWV13538P596827,recalled
supplier 5,talon shroud,WBASN0C56DD280522,critical condition
supplier 1,nebula blaze,2HNYD18933H453359,in transit
supplier 4,firestorm annihilator,1FMJK1H53EE869490,in development
supplier 1,celestial saber,2B3CA3CV4AH698212,covert operation
supplier 2,whisperer,1FTEW1CF0FK561237,active
supplier 4,cyclone blades,WAUAH78E58A485678,awaiting deployment
supplier 3,sonic eclipse,SALSF2D47DA893826,covert operation
supplier 1,whisperer,1FTWF3B52AE065243,recalled
supplier 3,toxic whisper,SCBDC4BL3AC348904,in development
supplier 3,whisperer,1G6AB5SX3F0634596,reassigned
supplier 4,inferno wraith,1FMEU5BE6AU610813,destroyed
supplier 2,silent serpent,1G6AM5S33D0368971,undergoing upgrades
supplier 3,storm surge,WAUKFAFL1CA681330,under analysis
supplier 4,nightfall reaper,1G4GE5G35CF494804,temporary storage
supplier 2,thunderclap enforcer,1D7CE5GK7AS031485,standby
supplier 4,guardian veil,1G6DJ5E33C0942274,reserve
supplier 5,twilight striker,WAUPN94E09N674558,undergoing testing
supplier 5,silent serenity,2HNYD18491H456753,undergoing testing
supplier 3,nebula blaze,1G6DH8E51C0811424,under repair
supplier 3,ghosteye,1G6DL1E33D0060400,under analysis
supplier 1,shadow shard,KMHHU6KJ6FU982291,surveillance mode
supplier 1,cyclone viper,WBA3B1C59FK531230,reassigned
supplier 5,silent serpent,5GAKVCKDXEJ544598,under repair
supplier 4,thunderclap enforcer,JN1CV6AP7AM903420,under analysis
supplier 1,firestorm annihilator,WA1CV94L59D507581,reassigned
supplier 2,toxic whisper,WVWAA7AJ1CW661653,undergoing upgrades
supplier 4,talon shroud,WBASP4C57BC879255,undergoing training
supplier 4,inferno wraith,WAUVVAFR5BA633932,recalled
supplier 4,firestorm annihilator,WAUEF98EX6A193282,emergency standby
supplier 2,solar saber,WAUVT68E02A143024,standby
supplier 3,firestorm annihilator,JH4KB2F59BC849433,reassigned
supplier 5,spectral storm,2T3BF4DV2AW659523,standby
supplier 3,sonic eclipse,WBAWR3C53AP576826,retired
supplier 3,inferno wraith,JM3ER2A59C0808702,in development
