0,1,2,3
supplier 5,solar saber,TRUDD38J381260733,reserve
supplier 5,sonic eclipse,4USBU53566L435883,recalled
supplier 3,celestial saber,3FA6P0SU7DR118158,under repair
supplier 3,twilight striker,1GD11ZCG6BF913145,critical condition
supplier 3,quantum pulse,WAUSFAFL6BA834900,undergoing testing
supplier 1,storm surge,WAUKH78E78A625976,emergency standby
supplier 2,thunderclap enforcer,WBAYA6C54DC291050,critical condition
supplier 2,thunderclap enforcer,WA1DGBFE7FD751846,undergoing upgrades
supplier 5,thunderclap enforcer,1GYS3HEF2BR211902,surveillance mode
supplier 3,celestial saber,1G4GA5GR3EF417139,standby
supplier 1,inferno wraith,KNADH4A33A6227785,reassigned
supplier 4,twilight striker,WAUBVBFB9BN427873,temporary storage
supplier 2,shadow shard,JH4CU2E6XAC035573,undergoing training
supplier 2,firestorm annihilator,1FTEX1EW7AF050670,in transit
supplier 4,silent serpent,WAUFMAFC3EN332964,awaiting deployment
supplier 4,havoc quake,WAUAH74F46N734184,under evaluation
supplier 4,quantum pulse,SCFEBBAK6EG762356,destroyed
supplier 4,thunderclap enforcer,WAUGGAFC7CN178705,standby
supplier 5,spectral storm,1GD120EG8BF357930,reserve
supplier 5,sonic eclipse,4USBU53536L866620,temporary storage
supplier 1,sonic eclipse,19UUB3F71FA003219,destroyed
supplier 2,silent serpent,1FTWX3B57AE881779,awaiting deployment
supplier 2,whisperer,WDDGF4HB0CF123346,reassigned
supplier 5,storm surge,JN8AZ2KR8BT671696,undergoing training
supplier 2,guardian veil,WBAKE5C51CJ069113,emergency standby
supplier 4,whisperer,YV1672MC7DJ629710,awaiting deployment
supplier 3,ghosteye,5N1AT2MK4EC498126,destroyed
supplier 5,cyclone blades,WAUVC58E24A978037,under analysis
supplier 1,serpent wrath,WA1CKAFPXAA625903,emergency standby
supplier 5,havoc quake,WAUKF98P79A767894,under evaluation
supplier 1,phantom fury,WVWGU7AN9BE897573,surveillance mode
supplier 3,silent serenity,1G6YV36A275344824,emergency standby
supplier 3,cyclone blades,1G6KE54Y42U097757,temporary storage
supplier 5,whisperer,JTEBU4BF7EK880305,covert operation
supplier 4,toxic whisper,4T1BF1FK4CU873362,temporary storage
supplier 5,whisperer,2HNYD28468H398925,emergency standby
supplier 4,firestorm annihilator,WBAVB73548F233725,critical condition
supplier 2,havoc quake,WAUBFAFLXDN964304,under evaluation
supplier 2,silent serpent,JTHBK1GG3E2496272,undergoing training
supplier 1,silent serpent,5N1AA0NC7BN702287,reserve
supplier 5,silent serpent,3D4PH6FG5BT898229,undergoing testing
supplier 1,thunderclap enforcer,KL4CJFSB5EB124640,standby
supplier 1,cyclone blades,1G4CU541X34502377,active
supplier 1,phantom fury,WBAPH73519E733100,standby
supplier 1,firestorm annihilator,WAULT58E33A743412,under analysis
supplier 5,storm surge,WUADU78E28N771057,recalled
supplier 5,havoc quake,2HNYD18252H082335,reassigned
supplier 5,silent serpent,1D7RV1GP3BS701534,under analysis
supplier 2,twilight striker,1G6DA1E3XE0734579,standby
supplier 1,nightfall reaper,4JGBF2FE4BA821634,undergoing training
supplier 3,thunderclap enforcer,KNAGM4AD7F5596907,undergoing testing
supplier 2,quantum pulse,WDDHF7GB7EA895964,retired
supplier 4,cyclone viper,1GYEE437280005665,standby
supplier 3,firestorm annihilator,2C3CDXJG8EH674930,recalled
supplier 1,ghosteye,3MZBM1K77FM731587,destroyed
supplier 3,celestial saber,1FMJU1F54AE269729,undergoing testing
supplier 2,celestial saber,WBASN0C5XDD525001,undergoing upgrades
supplier 5,nebula blaze,WAUFFAFL8AA820609,undergoing training
supplier 1,thunderclap enforcer,2C3CCASG8DH818120,under repair
supplier 5,ghosteye,3VW467AT2DM257808,covert operation
supplier 1,celestial saber,1G6DH8E50C0336901,undergoing training
supplier 4,silent serenity,3D7TT2CTXBG947640,reserve
supplier 1,silent serenity,JH4CU4F68CC101535,retired
supplier 1,nebula blaze,WBABN33492J339232,destroyed
supplier 2,spectral storm,SCBFU7ZA5FC071157,covert operation
supplier 1,shadow shard,WDDJK7DA2EF463956,recalled
supplier 5,quantum pulse,WBA3B1G50FN643987,retired
supplier 3,twilight striker,1FTSW3B54AE490431,temporary storage
supplier 1,firestorm annihilator,JTMHY7AJ6A4188562,in transit
supplier 4,sonic eclipse,1FMCU0E77AK939507,under repair
supplier 2,celestial saber,WAUAFAFL8EN837564,temporary storage
supplier 2,guardian veil,WAUWFAFH1DN066140,under maintenance
supplier 1,thunderclap enforcer,SCBZK22E32C115413,in transit
supplier 2,inferno wraith,1C4RDJDG0FC805352,undergoing testing
supplier 5,twilight striker,WBA3D3C53FK055868,emergency standby
supplier 3,sonic eclipse,2V4RW3D17AR144717,under repair
supplier 4,guardian veil,3C3CFFHH2DT152349,retired
supplier 2,nebula blaze,1FMJK1FT1FE600729,critical condition
supplier 5,nebula blaze,SCFHDDAT9EG171787,undergoing testing
supplier 3,inferno wraith,3N1AB7AP0FY026277,retired
supplier 2,quantum pulse,WA1CV94L37D026287,under analysis
supplier 1,twilight striker,19UUA9F20DA955782,reserve
supplier 5,thunderclap enforcer,WAUJC68EX3A715488,retired
supplier 3,solar saber,WBAYM1C54FD503629,reserve
supplier 2,nightfall reaper,1FTEW1CW5AF998023,reassigned
supplier 3,spectral storm,1FMNE1BW2AD082668,reserve
supplier 2,talon shroud,WBAKF5C53DE470735,destroyed
supplier 5,nebula blaze,1GYS4JKJ4FR841293,retired
supplier 4,twilight striker,WA1YD54B52N723603,under maintenance
supplier 1,guardian veil,2T1BU4EE7BC307361,temporary storage
supplier 3,nebula blaze,SCFAB05D89G432058,recalled
supplier 3,silent serenity,3D7TT2CT5AG124175,active
supplier 1,storm surge,WA1CV94L97D042266,destroyed
supplier 5,thunderclap enforcer,3N1CE2CP7FL076364,undergoing testing
supplier 2,talon shroud,1G6KY54902U791765,inactive
supplier 5,guardian veil,WBAEW53464P303973,critical condition
supplier 4,nightfall reaper,1FMCU0E74AK451017,in transit
supplier 5,solar saber,WBAFR7C54DD012406,awaiting deployment
supplier 4,thunderclap enforcer,JN1CV6EK6FM030314,undergoing training
supplier 5,silent serpent,WAUDF78E08A085384,standby
supplier 1,nightfall reaper,19UUB2F75FA519626,under repair
supplier 5,ghosteye,WAUJC58E72A100356,awaiting deployment
supplier 5,storm surge,SCFBF03B38G385143,under repair
supplier 5,guardian veil,WAU4FAFL9AA770097,destroyed
supplier 5,havoc quake,WAULT54B43N627978,lost in action
supplier 5,silent serpent,WA1YD64B05N696997,under maintenance
supplier 2,silent serenity,3VWKX7AJ3BM028456,under maintenance
supplier 1,twilight striker,WUARL48H09K157046,standby
supplier 3,cyclone blades,2G4GR5GX9F9808474,in transit
supplier 5,storm surge,WA1WGBFP5EA858906,active
supplier 3,spectral storm,WAUUFAFHXDN715554,lost in action
supplier 4,twilight striker,WBACN33441L013121,reserve
supplier 3,talon shroud,5XYZT3LB2FG744361,critical condition
supplier 3,toxic whisper,WBAVA335X7K318392,undergoing training
supplier 3,storm surge,2G61N5S36F9155194,reserve
supplier 5,whisperer,WAUKF68E65A906131,surveillance mode
supplier 4,talon shroud,5UXKR2C5XF0126097,under analysis
supplier 5,thunderclap enforcer,3D7LP2ET1BG071011,under analysis
supplier 1,cyclone viper,1YVHZ8BHXC5277427,covert operation
supplier 1,silent serpent,WAUSH94F17N243265,under analysis
supplier 2,toxic whisper,WAUXL68E25A516108,standby
supplier 3,quantum pulse,WDDJK7DA0DF895377,temporary storage
supplier 1,toxic whisper,JN8AZ2KR7ET573988,critical condition
supplier 3,nightfall reaper,WAUPFAFM5BA882984,undergoing testing
supplier 1,talon shroud,1D7RW2GKXAS964531,retired
supplier 5,nebula blaze,SAJWA1EKXEM049571,under repair
supplier 5,celestial saber,3GTU2YEJ8CG069935,inactive
supplier 1,whisperer,1G4GE5G35FF283428,destroyed
supplier 2,havoc quake,WA1YD54B62N025078,undergoing training
supplier 4,serpent wrath,1FTEW1CF5FF544068,in transit
supplier 5,silent serpent,SCBFU7ZA9EC724085,covert operation
supplier 1,quantum pulse,2G61W5S80E9271871,reserve
supplier 3,toxic whisper,WAUDT48H75K215121,under analysis
supplier 4,quantum pulse,JTHBE1BL1FA528882,in development
supplier 1,inferno wraith,1VWAH7A31DC369904,inactive
supplier 1,guardian veil,WBAWR33578P383900,undergoing testing
supplier 5,cyclone viper,WBAVA335X8P180504,inactive
supplier 1,shadow shard,5UXFG8C57BL374407,reserve
supplier 3,silent serenity,WVGBF7A94AD257293,under repair
supplier 3,havoc quake,WAU3FAFR8CA945782,under analysis
supplier 4,whisperer,1N6AA0CC7FN158982,in development
supplier 3,storm surge,1G6DM1E36C0001868,lost in action
supplier 2,talon shroud,5N1AA0NE8FN694255,surveillance mode
supplier 1,talon shroud,WAUNF68PX6A932215,reserve
supplier 3,solar saber,1G6AR5S32E0373906,undergoing testing
supplier 1,nebula blaze,5TDDK3DC8BS581121,under maintenance
supplier 2,thunderclap enforcer,WAUBF98E88A026988,critical condition
supplier 3,nightfall reaper,1D7CE2BK7AS505893,reserve
supplier 5,inferno wraith,5TDBW5G14FS830456,undergoing upgrades
supplier 1,whisperer,WAUEFAFL7DN324287,lost in action
supplier 1,silent serpent,1G6KD57Y57U499177,under repair
supplier 3,cyclone blades,3D7JB1EP9AG446404,reserve
supplier 5,talon shroud,5TDBK3EH9DS770221,surveillance mode
supplier 4,storm surge,WAUKF98EX5A245284,reserve
supplier 3,inferno wraith,WAUAC48H14K619565,undergoing upgrades
supplier 3,silent serenity,JTEBU5JR3E5157888,under analysis
supplier 3,quantum pulse,WAUFFAFL5DA517680,in development
supplier 4,cyclone blades,1N6AA0CC5BN900290,under analysis
supplier 3,silent serpent,WAUVT68E35A418423,surveillance mode
supplier 4,ghosteye,WAUSF98E08A334771,temporary storage
supplier 3,firestorm annihilator,2LMHJ5AT4EB794125,temporary storage
