0,1,2,3
supplier 4,satellite phone,1FTFW1E8XAF683026,destroyed
supplier 1,secure backpack,ZHWGU5BZ9CL252366,in transit
supplier 0,secure wi-fi hotspot,1G6AE5S33D0810452,under analysis
supplier 0,data encryption module,1FTWX3D59AE724820,under maintenance
supplier 0,tactical antenna,1G6AB5S33F0437991,critical condition
supplier 2,tactical antenna,WAUAF98E56A369217,surveillance mode
supplier 1,tactical antenna,WDDHF0EB4EA595986,under maintenance
supplier 4,secure smartphone,WBAGL63514D782465,reserve
supplier 2,radio earpiece,SCBLF34F26C067933,lost in action
supplier 3,handheld transceiver,1N6AA0ED0FN818835,temporary storage
supplier 0,voice changer device,JTJBC1BA3E2286124,undergoing training
supplier 1,handheld transceiver,WAUWKAFR9AA457107,covert operation
supplier 4,secure walkie-talkie,WAUVF98K79A472649,covert operation
supplier 4,data transmitter,WDDNG7BB6AA026385,undergoing testing
supplier 3,covert watch,WAUVC58E13A962975,lost in action
supplier 3,satellite phone,WBABD33436P042513,temporary storage
supplier 4,tactical headset,1B3CC4FB0AN456638,undergoing upgrades
supplier 1,secure tablet,WAUD2AFD3EN995277,reserve
supplier 4,covert watch,1N4AL3AP9DC806096,lost in action
supplier 0,handheld transceiver,WBAGL83585D649442,covert operation
supplier 2,tactical radio,2G61R5S3XF9161522,awaiting deployment
supplier 4,covert pen,1G4GD5G36EF790405,undergoing upgrades
supplier 1,secure walkie-talkie,SCBLF34F76C237249,covert operation
supplier 3,tactical radio,5J6TF1H50DL182587,reassigned
supplier 0,covert pen,1N6AA0CJ8EN864615,covert operation
supplier 1,data transmitter,5GALRCED6AJ051015,undergoing training
supplier 2,radio earpiece,YV1672MC2BJ399992,standby
supplier 3,handheld transceiver,WAULD54BX2N297808,undergoing testing
supplier 1,tactical antenna,2FMGK5B88FB274782,temporary storage
supplier 3,satellite phone,WBANE535X6C172682,under repair
supplier 3,tactical antenna,WAUPL68E54A659830,under repair
supplier 0,radio backpack,JN8AZ1MU8DW250090,recalled
supplier 3,secure laptop,SAJWA2GZ1E8691427,reassigned
supplier 3,covert pen,1GD220CG9CZ070099,undergoing upgrades
supplier 2,secure tablet,JTDBT4K38CL590269,reassigned
supplier 0,covert watch,2B3CK3CV3AH993699,under analysis
supplier 3,tactical headset,3C4PDDBG1ET988095,under maintenance
supplier 4,secure messaging app,1G4GD5GD2BF554077,undergoing training
supplier 1,secure messaging app,1G6AB5R3XD0699400,inactive
supplier 0,secure backpack,2FMDK3JC0AB775493,recalled
supplier 3,secure backpack,SALAB2D44DA999416,reassigned
supplier 4,data encryption module,2FMGK5B84DB217007,lost in action
supplier 1,voice changer device,1FMNE1BW3AD873467,emergency standby
supplier 3,data encryption module,2C3CCAAG5FH371900,lost in action
supplier 1,secure laptop,WAUFGAFC5DN953757,under evaluation
supplier 2,tactical radio,WAUFGAFC5DN369116,in development
supplier 3,tactical headset,1G6AB5R3XE0340422,awaiting deployment
supplier 1,secure laptop,1C3CCBBB9EN255677,reserve
supplier 0,secure backpack,5FNYF3H29EB004890,retired
supplier 3,tactical headset,WAUEFAFL3FN529138,under evaluation
supplier 2,secure walkie-talkie,WAUUL98E16A993232,in development
supplier 2,covert watch,JN1CV6AP0BM319989,critical condition
supplier 0,voice changer device,1YVHZ8BH1B5169552,reassigned
supplier 0,secure backpack,2FMDK4JC3AB140838,awaiting deployment
supplier 3,secure smartphone,2HNYB1H27AH949142,under maintenance
supplier 3,secure walkie-talkie,WAUWG74F19N022177,reassigned
supplier 0,secure backpack,1GYS4FEJ9DR512367,standby
supplier 4,secure laptop,5XYZG3AB5BG767635,under analysis
supplier 0,data encryption module,KMHCM3AC1BU145003,emergency standby
supplier 0,secure tablet,1FTWX3D52AE602770,under repair
supplier 0,tactical antenna,WP0AB2A88CS981668,lost in action
supplier 1,covert watch,5GAKVAKD5EJ303598,under maintenance
supplier 3,radio earpiece,WA1MMBFE9AD163397,under maintenance
supplier 1,radio earpiece,3VW4A7ATXCM955452,under repair
supplier 2,radio earpiece,3VW4A7AT3CM811726,undergoing upgrades
supplier 0,secure walkie-talkie,KMHTC6AD6EU649161,critical condition
supplier 0,covert pen,3N1AB6AP0AL621842,active
supplier 2,data transmitter,WBAKF3C5XCE305963,standby
supplier 4,secure walkie-talkie,WBAET37413N074619,temporary storage
supplier 4,covert watch,5N1AN0NU7BC957806,destroyed
supplier 0,secure laptop,5N1AA0NC7CN706518,surveillance mode
supplier 0,secure smartphone,WAUUL68EX5A638816,under evaluation
supplier 2,secure laptop,3GTXCYEJ1AG199515,reassigned
supplier 4,data encryption module,WVGBF7A96AD365981,undergoing testing
supplier 1,radio earpiece,JN8AF5MR9BT608260,emergency standby
supplier 3,covert watch,1FMJK1H57DE080841,lost in action
supplier 3,handheld transceiver,JH4KB16537C523290,undergoing training
supplier 3,radio earpiece,YV4940BL6D1646692,undergoing training
supplier 0,secure wi-fi hotspot,1FTEW1CM3BK277514,standby
supplier 1,covert pen,5N1AN0NW1EN233197,reserve
supplier 4,handheld transceiver,WDCYC3HF5DX992700,recalled
