0,1,2,3
supplier 3,tactical radio,2G4GP5EC2B9739689,emergency standby
supplier 4,secure backpack,1N4AL2APXBC385514,inactive
supplier 4,tactical antenna,WBAKF3C54BE540695,emergency standby
supplier 4,voice changer device,WA1CV94L17D325700,under maintenance
supplier 3,tactical antenna,1FMJK1H52CE112917,undergoing training
supplier 3,secure laptop,19UUA9E56CA317823,lost in action
supplier 3,handheld transceiver,3N1CE2CP3FL859973,standby
supplier 2,covert pen,1FBNE3BL0CD784209,surveillance mode
supplier 2,covert watch,WVWED7AJ6CW868466,reserve
supplier 4,handheld transceiver,WBXPA73435W996288,under evaluation
supplier 4,handheld transceiver,JHMGE8G39BC124136,under evaluation
supplier 0,secure wi-fi hotspot,WBALZ5C58CD399029,recalled
supplier 2,data transmitter,1G6ET12922B167789,emergency standby
supplier 2,voice changer device,1G6DM8ED6B0855226,reassigned
supplier 4,radio earpiece,5UXZV4C56CL132527,lost in action
supplier 3,radio earpiece,JH4CU2F81CC078752,recalled
supplier 3,tactical headset,1FTWF3D52AE361926,emergency standby
supplier 3,data transmitter,JN8AZ1MU4EW988762,emergency standby
supplier 2,satellite phone,YV4902DZ9B2726522,under evaluation
supplier 0,handheld transceiver,WBAEV53402K132151,critical condition
supplier 1,radio earpiece,WAUXD68D32A501116,in development
supplier 3,satellite phone,WVWBB7AJ1DW974964,surveillance mode
supplier 1,voice changer device,1GD02ZCG5DZ513684,destroyed
supplier 4,covert pen,WAUBFAFL2FN223874,reassigned
supplier 1,tactical antenna,JN8AF5MR4CT990036,inactive
supplier 3,radio backpack,JM3TB2BAXE0189926,awaiting deployment
supplier 1,secure wi-fi hotspot,1G6DU6EV7A0817676,in development
supplier 0,data transmitter,1FTEW1CM8CF552966,lost in action
supplier 3,secure wi-fi hotspot,JN8CS1MU9FM509715,reserve
supplier 3,data transmitter,1FTEX1CM2BF998106,undergoing training
supplier 0,secure wi-fi hotspot,JTHFF2C23F2164954,undergoing training
supplier 4,data transmitter,WAUDG68E05A579134,under repair
supplier 4,secure messaging app,WA1CGBFE3ED955084,critical condition
supplier 3,secure smartphone,WAUFFBFL1CA826308,inactive
supplier 0,tactical headset,WAUKFBFL4DA003954,reassigned
supplier 4,handheld transceiver,YV4902DZ6E2952098,retired
supplier 0,secure tablet,2HNYD28418H688294,undergoing training
supplier 4,secure messaging app,WAUSF78E16A606052,in transit
supplier 3,secure smartphone,2T1BURHE3EC545348,undergoing upgrades
supplier 0,data encryption module,SCFEDCAD6CG792973,destroyed
supplier 2,covert pen,WA1LMAFE7AD204342,reserve
supplier 4,data transmitter,JM1BL1K51B1025906,standby
supplier 0,secure wi-fi hotspot,JH4DC54834S201079,standby
supplier 0,secure messaging app,KMHDB8AE9BU545884,lost in action
supplier 1,covert watch,1FMJK1G5XDE608843,under maintenance
supplier 3,secure wi-fi hotspot,2D4RN3DGXBR885935,in development
supplier 4,secure backpack,WAUAFAFL1EN720280,inactive
supplier 4,data encryption module,KNAFX5A86E5060816,reassigned
supplier 2,tactical headset,1N6AF0KY8FN093283,reserve
supplier 3,secure walkie-talkie,WDDLJ7DB5DA974268,under analysis
supplier 4,secure messaging app,JH4KB16638C795848,under analysis
supplier 2,secure walkie-talkie,1FTEX1EW0AK745659,under maintenance
supplier 2,radio earpiece,WAUDGAFL2BA836911,critical condition
supplier 0,covert pen,SCBLC47J68C684267,awaiting deployment
supplier 1,data encryption module,WVGAV7AX5AW887292,under maintenance
supplier 2,tactical headset,JTDJTUD39ED979041,under analysis
supplier 3,radio backpack,5J8TB3H30EL638229,recalled
supplier 1,tactical headset,1FTWW3CY7AE205165,covert operation
supplier 2,tactical antenna,WVWBN7AN4FE333729,inactive
supplier 2,tactical radio,JH4KB16558C393627,under repair
supplier 4,handheld transceiver,WAUNF78P36A194425,retired
supplier 1,radio backpack,SCFFDCBD5CG297683,temporary storage
supplier 4,secure smartphone,WBAFR9C58DD719343,undergoing testing
