0,1,2,3
supplier 2,tactical,WBAPH5G5XAN628977,surveillance mode
supplier 2,tactical,1G4GC5GR2DF388077,undergoing training
supplier 5,security,WA1YD64B83N517859,critical condition
supplier 4,hover,WVGEF9BP4FD336802,lost in action
supplier 0,glider,WUARL48H86K390524,destroyed
supplier 0,vtol,5TDBK3EH4AS207833,in development
supplier 2,armed uav,WBAPH5C58BA721527,in transit
supplier 1,tactical,3N1AB6AP9BL964411,inactive
supplier 1,mini,KMHTC6AD3DU165768,surveillance mode
supplier 1,surveillance uav,WBAYF8C51FD371089,undergoing training
supplier 3,glider,1J4PN2GK7AW309105,destroyed
supplier 1,stealth,5FRYD4H48EB647596,destroyed
supplier 3,stealth,WBAEP33412P895815,under evaluation
supplier 4,high-altitude uav,WBAVL1C50DV186462,undergoing training
supplier 2,vtol,JM3TB2BA0B0848916,under maintenance
supplier 4,tactical,JHMZF1C49BS336133,awaiting deployment
supplier 0,aerial,JN1AZ4EH2FM038074,undergoing testing
supplier 5,surveillance,1FTSX2A59AE774291,critical condition
supplier 2,vtol,1N6AA0CC1EN694695,under maintenance
supplier 1,nano,1NXBU4EE8AZ949259,reassigned
supplier 2,fixed-wing uav,5FRYD4H60GB340475,awaiting deployment
supplier 5,vtol,WAURFAFRXCA473014,awaiting deployment
supplier 3,stealth recon,SCFAD06D99G242200,lost in action
supplier 2,security,WAUMGBFL7AA283662,retired
supplier 5,autonomous,1N6AA0EK4FN289825,critical condition
supplier 1,glider,5LMJJ2H58AE832406,critical condition
supplier 2,high-altitude uav,1GD312CG4EF314913,standby
supplier 2,nano,5LMJJ3H51AE755593,under analysis
supplier 1,nano,1D4PU5GK8BW034617,surveillance mode
supplier 5,recon,19UUB2F77FA114626,under analysis
supplier 5,tactical,KL4CJFSB7DB257897,critical condition
supplier 2,micro,WAUMR44E66N628030,under evaluation
supplier 3,glider,2C4RRGAG6DR266961,under evaluation
supplier 4,surveillance,KNAFT4A21B5652573,lost in action
supplier 2,mav,4T1BF3EK5BU412425,undergoing testing
supplier 5,fixed-wing uav,1G4HD57247U022724,emergency standby
supplier 4,surveillance uav,KNADN5A38F6333445,undergoing training
supplier 2,glider,JA32U1FU9AU643744,covert operation
supplier 4,hover,WBAYB6C53ED614920,standby
