0,1,2,3
supplier 1,ghostcam miniature camera,WA1EY94L17D222731,recalled
supplier 1,phantomtracker vehicle gps jammer,1HGCP2E31CA931954,under maintenance
supplier 1,stealthsight binoculars,WAUPL58E35A909240,undergoing upgrades
supplier 2,whisperwire audio recorder pen,2T1BU4EE2CC000178,covert operation
supplier 4,stealthsight binoculars,JH4KC1F39EC207143,lost in action
supplier 0,spectralscope hidden camera detector,19XFA1E65BE849240,standby
supplier 5,phantomtracker gps beacon,WAUAFAFL9DA272182,standby
supplier 1,whisperwhisker laser microphone,1FMJK1HT8FE213091,awaiting deployment
supplier 5,whisperwire audio recorder pen,WUARU78E87N628229,retired
supplier 1,whisperwire audio recorder pen,WBAFR7C56CD245430,emergency standby
supplier 0,silentwatch body-worn camera,1GYS3UKJ4FR417830,retired
supplier 1,silentear audio bug,1FTSX2B57AE281398,recalled
supplier 4,silentwatch body-worn camera,WBAWL73558P515514,inactive
supplier 0,stealthsatellite orbital recon,WBANN73527B531641,active
supplier 1,spectralscanner radio frequency detector,1G6DF8E51D0495885,emergency standby
supplier 2,ghostnet deep web surveillance software,JTHBL1EF2A5608608,reassigned
supplier 5,ghostcam miniature camera,1FTEW1CM0CK619034,retired
supplier 1,phantomtracker gps beacon,WAUED54B41N570197,under analysis
supplier 4,covertcomms smartphone monitoring software,KNAFU6A28B5510956,undergoing training
supplier 2,ghostnet deep web surveillance software,1GYUKGEF8AR077031,critical condition
supplier 1,covertcomms audio transmitter,4A37L3ET8AE543642,standby
supplier 5,stealthsight binoculars,WA1LMBFE6AD971332,undergoing training
supplier 0,ghostnet deep web surveillance software,WBAKB83539C710365,critical condition
supplier 3,ghostnet deep web surveillance software,WA1EV94L58D611527,undergoing upgrades
supplier 0,shadowdrone aerial reconnaissance,5UXZV8C52CL209904,undergoing upgrades
supplier 4,covertcomms audio transmitter,1N6AF0KX5EN289123,awaiting deployment
supplier 1,whisperwhisker laser microphone,3VWKX7AJ0AM752233,under analysis
supplier 0,whisperwire audio recorder pen,WAUVC68E42A709458,temporary storage
supplier 4,phantomtracker vehicle gps jammer,WBSDE93473C774893,undergoing training
supplier 4,spectralscope hidden camera detector,5TDBY5G19BS821496,in development
supplier 5,phantomtracker vehicle gps jammer,1G6DL5EV5A0977830,in transit
supplier 2,ghostcam miniature camera,WAUHGBFC2EN876765,reassigned
supplier 0,stealthsatellite orbital recon,WBACK73461L958832,awaiting deployment
supplier 5,phantomtracker vehicle gps jammer,1FTEX1C82AK849364,emergency standby
supplier 0,shadowdrone aerial reconnaissance,JTDZN3EU7D3268358,inactive
supplier 3,silentwatch body-worn camera,WBAGN63404D905433,reassigned
supplier 1,shadowdrone aerial reconnaissance,JN8AE2KP2E9906914,in transit
supplier 5,phantomtracker vehicle gps jammer,WAULC58E13A006239,undergoing upgrades
supplier 4,phantomtracker vehicle gps jammer,WAUAF78EX6A713841,in development
supplier 5,spectralscanner radio frequency detector,1GTCSBD96A8587349,retired
supplier 4,ghostcam miniature camera,WA1AY74L19D477191,in development
supplier 5,invisodrone micro surveillance,WDCYC3HF9EX130744,surveillance mode
supplier 3,invisodrone micro surveillance,WBAWC7C58AE483224,temporary storage
