0,1,2,3
supplier 2,stealthsatellite orbital recon,WAUEFAFL0DN107776,inactive
supplier 1,silentwatch body-worn camera,1FTEW1CM7BK257380,under repair
supplier 0,phantomtracker gps beacon,1G6DC1E36D0331868,inactive
supplier 2,echoguard perimeter security system,1B3BD1FBXBN306478,undergoing upgrades
supplier 3,shadoweye night vision goggles,4T3BA3BB3DU021724,in development
supplier 3,stealthsatellite orbital recon,5TFBW5F1XCX678187,inactive
supplier 3,stealthsight binoculars,5N1AR2MM0EC880413,temporary storage
supplier 1,silentwatch body-worn camera,JHMZE2H37CS227244,surveillance mode
supplier 3,phantomtracker vehicle gps jammer,WBAVA33538K299007,retired
supplier 2,covertcomms smartphone monitoring software,WAUKF98E27A210242,undergoing upgrades
supplier 3,covertcomms smartphone monitoring software,WVWED7AJ5DW788870,emergency standby
supplier 4,covertcomms smartphone monitoring software,WAUGL78E75A615528,under maintenance
supplier 5,whisperwhisker laser microphone,3GTU1YEJXBG497068,lost in action
supplier 3,echoguard perimeter security system,19UUA9F50CA504506,active
supplier 0,stealthsight binoculars,1GKUCEEF4AR635274,undergoing upgrades
supplier 3,whisperwire audio recorder pen,1N4AL3AP6EC555880,destroyed
supplier 5,stealthsight binoculars,WBSWL9C53AP555734,in development
supplier 4,phantomtracker vehicle gps jammer,SCBCR73W79C525793,lost in action
supplier 0,ghostcam miniature camera,WAUEFBFL7BN464262,undergoing testing
supplier 3,invisodrone micro surveillance,3GYFNEE36CS593771,in development
supplier 3,stealthsight binoculars,WBSDE93492C109153,undergoing training
supplier 4,spectralscope hidden camera detector,KNDMG4C71C6831196,awaiting deployment
supplier 4,echoguard perimeter security system,WBA3B5C55FF101825,retired
supplier 1,covertcomms smartphone monitoring software,2T2BK1BA6FC014042,under analysis
supplier 3,spectralscanner radio frequency detector,1GD21XEG9FZ599422,recalled
supplier 5,covertcomms smartphone monitoring software,WBAYE8C55ED390021,temporary storage
supplier 2,whisperwire audio recorder pen,WAUDGAFL5BA641658,covert operation
supplier 0,stealthsight binoculars,WBAUC9C5XCV636059,emergency standby
supplier 0,spectralscanner radio frequency detector,WA19FAFL3DA109768,under evaluation
supplier 4,invisodrone micro surveillance,WBA3C1G59DN197459,awaiting deployment
supplier 5,whisperwhisker laser microphone,3VWF17AT5FM763594,surveillance mode
supplier 3,echolistener surveillance van,WBASP2C51BC004807,under analysis
supplier 1,silentwatch body-worn camera,WAUHF98P07A084393,undergoing testing
supplier 5,invisocam wearable camera,JN1CV6FE1EM865163,reassigned
supplier 1,shadoweye night vision goggles,JA4AS2AW5CU364984,temporary storage
supplier 1,covertcomms smartphone monitoring software,4T3BA3BB8BU915358,recalled
supplier 3,whisperwire audio recorder pen,3GYVKNEF5AG130275,lost in action
supplier 2,silentear audio bug,1GKS1CKJXFR688577,retired
supplier 4,whisperwhisker laser microphone,WBA3X5C50ED559896,under analysis
supplier 5,phantomtracker gps beacon,1FMCU0F70DU507607,under maintenance
supplier 0,invisocam wearable camera,WBA3N5C50EK976890,undergoing testing
supplier 2,shadoweye night vision goggles,2T1BU4EE3BC075082,in transit
supplier 4,echoguard perimeter security system,WP0CA2A81AS781174,recalled
supplier 5,silentwatch body-worn camera,WA1CFAFP1EA704774,in transit
supplier 5,phantomtracker vehicle gps jammer,SCFBF03B88G738542,awaiting deployment
supplier 4,whisperwhisker laser microphone,1G6DS57V690192969,undergoing testing
supplier 4,echoguard perimeter security system,WDDUG7JB2FA400334,awaiting deployment
supplier 0,phantomtracker gps beacon,5N1AN0NU3CN007500,undergoing training
supplier 4,whisperwire audio recorder pen,KMHHT6KD7BU875158,lost in action
supplier 0,silentear audio bug,WBAVC53508F264911,destroyed
supplier 4,silentwatch body-worn camera,2C4RDGBG2DR530609,standby
supplier 5,echolistener surveillance van,SCFEBBDL5EG183265,in development
supplier 0,invisodrone micro surveillance,WAUMF68PX6A808604,active
supplier 1,stealthsatellite orbital recon,SCFEBBCF4CG734536,critical condition
supplier 0,phantomtracker gps beacon,JTHDU5EF1C5245279,retired
supplier 5,echoguard perimeter security system,1G4HP54K924996431,undergoing testing
supplier 4,spectralscope hidden camera detector,YV1672MK4A2952397,in development
supplier 5,silentwatch body-worn camera,JN8AE2KP9D9580074,standby
supplier 2,stealthsight binoculars,1GYEK63N85R906873,inactive
supplier 1,ghostnet deep web surveillance software,WBAAZ33404K599614,undergoing training
supplier 0,spectralscope hidden camera detector,WA1C8AFP4EA030260,temporary storage
supplier 2,stealthsatellite orbital recon,137ZA83371E424002,undergoing upgrades
supplier 0,shadoweye night vision goggles,1G6KD57Y97U023885,active
supplier 3,stealthsatellite orbital recon,WBAWV1C53AP568872,retired
supplier 0,whisperwire audio recorder pen,1VWAP7A33EC126437,awaiting deployment
supplier 1,silentear audio bug,SCFHDDAJ6BA944440,under evaluation
supplier 3,spectralscope hidden camera detector,19UYA42692A203816,inactive
supplier 1,echolistener surveillance van,1D7RV1GP4AS683947,critical condition
supplier 3,phantomtracker vehicle gps jammer,4T1BF1FKXEU342623,undergoing training
supplier 5,shadoweye night vision goggles,JN1CV6EK8EM859450,undergoing testing
supplier 2,ghostnet deep web surveillance software,SCBLC37F54C637005,standby
supplier 1,ghostnet deep web surveillance software,5NPDH4AE2CH394488,undergoing upgrades
supplier 3,covertcomms smartphone monitoring software,JTJBJRBZ7F2476908,undergoing training
supplier 0,shadoweye night vision goggles,5N1AN0NU2CC965569,surveillance mode
supplier 2,silentwatch body-worn camera,SCFBF03B97G666331,standby
supplier 2,shadowdrone aerial reconnaissance,SCBZK25E63C679196,under evaluation
supplier 2,echolistener surveillance van,JN1AY1APXBM156348,critical condition
supplier 1,ghostnet deep web surveillance software,1G6DE8EY3B0596887,retired
supplier 0,stealthsight binoculars,5N1AA0NC3CN736292,retired
supplier 1,covertcomms audio transmitter,JN1BV7AP4FM456067,undergoing testing
supplier 4,whisperwire audio recorder pen,WBAPM5G57BN376523,critical condition
supplier 0,spectralscope hidden camera detector,WAUKFBFL5DA835982,undergoing upgrades
supplier 1,stealthsight binoculars,1GKS1CKJ1FR459012,active
supplier 2,phantomtracker gps beacon,TRURD38J881453806,undergoing testing
supplier 3,invisodrone micro surveillance,5GAKVBKD7DJ340902,covert operation
supplier 5,invisodrone micro surveillance,JH4CL96956C005506,standby
supplier 2,echoguard perimeter security system,1FTEW1C83AK288479,reassigned
supplier 1,shadoweye night vision goggles,1GD322CG8EF627881,standby
supplier 3,covertcomms audio transmitter,5LMJJ2H50DE659808,standby
supplier 4,silentear audio bug,WDDGF4HB3DR536040,emergency standby
supplier 3,covertcomms smartphone monitoring software,WBAAX13434P096026,temporary storage
supplier 3,ghostnet deep web surveillance software,WBSPM9C57BE681898,surveillance mode
supplier 0,invisodrone micro surveillance,1GYS3FEJ4BR656473,awaiting deployment
supplier 0,spectralscope hidden camera detector,1G6KD54Y71U234241,awaiting deployment
supplier 3,whisperwire audio recorder pen,5FNRL5H21EB577954,emergency standby
supplier 0,stealthsight binoculars,1G6DU6EV2A0560023,undergoing testing
supplier 5,shadoweye night vision goggles,WDDGF5EB0AR859581,surveillance mode
supplier 0,ghostcam miniature camera,KMHGH4JH3DU014598,undergoing testing
supplier 4,spectralscope hidden camera detector,1N4AL2AP4BC240811,reassigned
supplier 4,covertcomms audio transmitter,WBAUP73588V655371,in transit
supplier 3,covertcomms audio transmitter,JH4CU4F45CC303456,in transit
supplier 4,ghostnet deep web surveillance software,1G6DM5E33D0504363,under evaluation
supplier 0,echolistener surveillance van,1G4PT5SVXD4553695,destroyed
supplier 3,whisperwire audio recorder pen,KL4CJASB6DB875036,undergoing upgrades
supplier 3,covertcomms smartphone monitoring software,WAUBF98EX7A036419,destroyed
