0,1,2,3
supplier 1,shadoweye night vision goggles,3VWPG3AG2AM711329,lost in action
supplier 4,ghostnet deep web surveillance software,SCFBB03C79G029526,in development
supplier 4,whisperwire audio recorder pen,JTEBC3EH0B2985578,awaiting deployment
supplier 0,whisperwhisker laser microphone,1G4HR57Y37U399289,reserve
supplier 3,stealthsatellite orbital recon,5N1AR1NB7BC494641,covert operation
supplier 4,phantomtracker gps beacon,1B3CB5HA0AD295324,undergoing upgrades
supplier 4,phantomtracker gps beacon,3VW117AU2FM333153,inactive
supplier 3,echolistener surveillance van,JTHBE5C21A5676786,under analysis
supplier 5,shadowdrone aerial reconnaissance,1GYS3PKJ1FR589640,under maintenance
supplier 4,invisocam wearable camera,WAUDGBFL2CA312603,under maintenance
supplier 4,invisodrone micro surveillance,WBA3B5G51FN258736,lost in action
supplier 4,spectralscope hidden camera detector,1GD02ZCG4CZ984448,temporary storage
supplier 0,ghostcam miniature camera,JN1AJ0HP9CM743386,awaiting deployment
supplier 3,ghostnet deep web surveillance software,1N6AD0CU8DN519245,surveillance mode
supplier 3,shadowdrone aerial reconnaissance,1GYUCGEFXAR267569,in development
supplier 5,ghostnet deep web surveillance software,1G6DX67D680164943,reserve
supplier 2,stealthsight binoculars,WAUDF78E48A534677,covert operation
supplier 3,ghostcam miniature camera,WVGAV7AX5BW069837,awaiting deployment
supplier 4,echolistener surveillance van,WBAFR7C55DD765152,recalled
supplier 1,echolistener surveillance van,WUAYU48H88K032075,under analysis
supplier 5,silentwatch body-worn camera,1D4PU6GX7AW206894,destroyed
supplier 2,shadoweye night vision goggles,WVWBN7AN4FE950175,surveillance mode
supplier 4,covertcomms audio transmitter,4T1BD1FK8EU096824,covert operation
supplier 3,spectralscope hidden camera detector,WBAKE5C54BE247426,temporary storage
supplier 1,echolistener surveillance van,2C3CK6CT7AH239191,active
supplier 1,silentear audio bug,WBAGJ03401D677535,under evaluation
supplier 0,phantomtracker vehicle gps jammer,JN1CV6AP7BM177284,recalled
supplier 5,ghostcam miniature camera,1G6DC5EY7B0034043,retired
supplier 0,covertcomms audio transmitter,WAUFFAFL1BN884856,covert operation
supplier 1,ghostcam miniature camera,WAU4FAFLXAA046273,reserve
supplier 1,covertcomms smartphone monitoring software,WP0CB2A86FK176376,critical condition
supplier 5,spectralscanner radio frequency detector,1GTG5BE35F1296666,under repair
supplier 3,silentwatch body-worn camera,WBA3K5C57EK659889,undergoing upgrades
supplier 3,whisperwire audio recorder pen,WAUPEAFM6CA649801,retired
supplier 5,ghostcam miniature camera,WAUPFBFM2BA784047,reassigned
supplier 5,covertcomms audio transmitter,1GTN1TEX0BZ838361,in transit
supplier 1,phantomtracker vehicle gps jammer,WA1LKAFP7AA660589,undergoing training
supplier 4,whisperwhisker laser microphone,1GYS4GEF4CR661351,under evaluation
supplier 5,echolistener surveillance van,1G4HP54K454666328,under evaluation
supplier 5,silentwatch body-worn camera,1N4AA5AP9DC343667,retired
