0,1,2,3
supplier 4,shadoweye night vision goggles,5GAKVDKD0DJ730557,emergency standby
supplier 3,silentear audio bug,5NPDH4AE5CH903389,under analysis
supplier 3,covertcomms smartphone monitoring software,3D7JV1EP1BG630390,temporary storage
supplier 3,spectralscope hidden camera detector,KMHGH4JH5DU350706,undergoing training
supplier 1,covertcomms audio transmitter,NM0GE9F71F1757059,under maintenance
supplier 5,ghostnet deep web surveillance software,WBANW13589C561444,reserve
supplier 1,phantomtracker gps beacon,4T1BF3EK4AU519996,under evaluation
supplier 5,phantomtracker vehicle gps jammer,1G6KS54Y44U277302,temporary storage
supplier 0,spectralscope hidden camera detector,WA1LFAFP0FA206437,inactive
supplier 5,ghostnet deep web surveillance software,1FTSW2B52AE012471,destroyed
supplier 5,covertcomms audio transmitter,WBA3N9C50EK420506,under analysis
supplier 5,invisodrone micro surveillance,JM1NC2MF9E0088528,destroyed
supplier 5,stealthsatellite orbital recon,1GD322CG3EF383587,emergency standby
supplier 0,echolistener surveillance van,WBAVA37578N235996,surveillance mode
supplier 1,stealthsight binoculars,WAULC58E34A949248,emergency standby
supplier 4,ghostcam miniature camera,JA32X8HW0AU953568,inactive
supplier 3,silentwatch body-worn camera,5UXWX9C55E0308479,in transit
supplier 1,ghostnet deep web surveillance software,WP0AB2A89FK569957,standby
supplier 1,spectralscanner radio frequency detector,1FTEX1CM5CF018286,active
supplier 5,invisocam wearable camera,1GT01XEG0FZ687710,in development
supplier 2,ghostnet deep web surveillance software,WVGEF9BP9ED028653,reserve
supplier 5,phantomtracker vehicle gps jammer,1NXBU4EE3AZ332805,reassigned
supplier 2,stealthsight binoculars,WVWGU7AN9CE384941,under maintenance
supplier 3,covertcomms audio transmitter,4T1BF3EK7AU912004,retired
supplier 5,ghostcam miniature camera,SALFR2BG9EH950042,undergoing training
supplier 0,ghostcam miniature camera,WAUEFBFL4EA013222,reassigned
supplier 2,stealthsatellite orbital recon,3VW517AT2EM769105,undergoing training
supplier 3,silentwatch body-worn camera,5TDDCRFH7FS490128,retired
supplier 0,phantomtracker gps beacon,19XFA1F33AE869716,critical condition
supplier 4,echolistener surveillance van,JTEBU4BF2DK143768,undergoing upgrades
supplier 5,stealthsight binoculars,JTJBM7FX0F5504258,under maintenance
supplier 3,phantomtracker vehicle gps jammer,YV1672MC1BJ660559,under repair
supplier 3,shadowdrone aerial reconnaissance,3GYFK62867G532475,reserve
supplier 0,phantomtracker gps beacon,1G6DV5EPXA0034540,under evaluation
supplier 1,invisodrone micro surveillance,5GADX33L05D239358,retired
supplier 4,stealthsatellite orbital recon,WAUHFAFL5DN012627,under repair
supplier 2,phantomtracker gps beacon,WP1AE2A29EL928408,recalled
supplier 1,whisperwire audio recorder pen,3D4PH9FG7BT557576,destroyed
supplier 3,echolistener surveillance van,1G6AG5RX7E0974016,in transit
supplier 5,echolistener surveillance van,2G61U5S34D9778992,retired
supplier 5,echoguard perimeter security system,SALAG2V68EA413660,retired
supplier 2,ghostnet deep web surveillance software,WAU4FBFL9CA600136,critical condition
supplier 1,stealthsight binoculars,3VWKP7AJ6DM305846,under evaluation
supplier 2,phantomtracker vehicle gps jammer,WBA3N3C51EK856973,in development
supplier 2,shadoweye night vision goggles,1FTEX1E84AK159760,reassigned
supplier 0,shadoweye night vision goggles,WBANB33545B225393,undergoing upgrades
supplier 4,silentear audio bug,WA1YL54B35N882384,temporary storage
supplier 0,phantomtracker gps beacon,YV1612FS9E1241823,under evaluation
supplier 2,whisperwhisker laser microphone,2B3CA7CWXAH154300,awaiting deployment
supplier 2,shadowdrone aerial reconnaissance,JN1CV6EK3CM110522,surveillance mode
supplier 1,echoguard perimeter security system,1G6AV5S86F0429886,undergoing upgrades
supplier 2,echoguard perimeter security system,3N1CN7AP8DL101978,reassigned
supplier 4,covertcomms smartphone monitoring software,3C3CFFDR0DT774107,surveillance mode
supplier 1,invisodrone micro surveillance,5GAKVBED1CJ023577,inactive
supplier 4,shadowdrone aerial reconnaissance,SCBLF44J68C661731,retired
supplier 4,invisocam wearable camera,1G6KD57Y07U447391,reassigned
supplier 5,ghostcam miniature camera,WBAXG5C5XCC294571,reassigned
supplier 1,silentear audio bug,JTDBT4K30B1781940,reserve
supplier 4,stealthsatellite orbital recon,1N6AD0CU6CC096059,under analysis
supplier 2,spectralscope hidden camera detector,JA32U2FU0DU863526,lost in action
supplier 5,whisperwhisker laser microphone,3N1AB7AP6FL647245,active
supplier 5,spectralscope hidden camera detector,4JGDF2EE9FA648581,under maintenance
supplier 1,spectralscanner radio frequency detector,WVGEF9BP2DD383677,inactive
supplier 4,spectralscanner radio frequency detector,1G6YV36A185961763,under evaluation
supplier 2,whisperwhisker laser microphone,WBABV13415J406138,in transit
supplier 5,spectralscope hidden camera detector,5J6TF2H50FL197325,covert operation
supplier 2,ghostnet deep web surveillance software,1GTN2TEH8FZ270811,awaiting deployment
supplier 5,shadowdrone aerial reconnaissance,VNKKTUD33FA807179,destroyed
supplier 5,whisperwire audio recorder pen,WAUKGAFB8AN392486,destroyed
supplier 5,invisocam wearable camera,WBSBL93404P448537,emergency standby
supplier 5,invisocam wearable camera,4T1BF3EK8AU609572,emergency standby
supplier 1,stealthsight binoculars,1GD02ZCG7BZ689956,undergoing testing
supplier 5,shadowdrone aerial reconnaissance,1N4AA5AP0BC102349,under analysis
supplier 1,ghostcam miniature camera,JM1BL1K30B1398644,undergoing training
supplier 4,phantomtracker vehicle gps jammer,1FTEW1CW7AK776557,temporary storage
supplier 1,ghostnet deep web surveillance software,1G6KS54Y82U253825,under maintenance
supplier 3,invisodrone micro surveillance,WAUVT68E43A043333,undergoing testing
supplier 1,spectralscope hidden camera detector,1G4GB5ER7CF016769,temporary storage
supplier 4,covertcomms audio transmitter,1C3CCBCB3CN893239,inactive
supplier 5,silentwatch body-worn camera,3D7JB1EP1BG999792,surveillance mode
supplier 4,ghostnet deep web surveillance software,2HNYD2H21AH008804,temporary storage
