0,1,2,3
supplier 2,shadowdrone aerial reconnaissance,WAUEF98E58A046192,in transit
supplier 4,covertcomms smartphone monitoring software,KMHHT6KD5BU558849,under maintenance
supplier 4,ghostcam miniature camera,5N1AN0NU8DN169754,surveillance mode
supplier 3,stealthsight binoculars,1N6AF0KX2FN668565,covert operation
supplier 1,covertcomms audio transmitter,SCBFH7ZA3FC939788,under maintenance
supplier 3,stealthsight binoculars,JM1NC2JF5E0119147,emergency standby
supplier 1,phantomtracker vehicle gps jammer,WAU2GBFC4DN423106,standby
supplier 5,stealthsatellite orbital recon,1FTEW1C87AK337070,standby
supplier 1,shadoweye night vision goggles,1N6AA0ECXDN415742,awaiting deployment
supplier 5,whisperwire audio recorder pen,JM1NC2NF1E0146985,covert operation
supplier 3,shadowdrone aerial reconnaissance,1G6AB5SXXD0936108,reassigned
supplier 4,invisocam wearable camera,KMHCT4AEXFU546176,undergoing upgrades
supplier 4,silentwatch body-worn camera,3GYFK62828G521507,retired
supplier 3,spectralscanner radio frequency detector,WAUBFAFL3FA689076,reserve
supplier 4,shadoweye night vision goggles,1FTEX1CM9BF674912,under analysis
supplier 3,stealthsight binoculars,5UXZV4C58BL190170,destroyed
supplier 0,shadowdrone aerial reconnaissance,3VW517AT4EM408541,active
supplier 5,phantomtracker vehicle gps jammer,WAUBFAFL6DA717143,in transit
supplier 5,invisocam wearable camera,WAUVT64B32N576812,under evaluation
supplier 4,phantomtracker gps beacon,1VWAH7A3XDC578543,surveillance mode
supplier 3,phantomtracker gps beacon,5YMGZ0C53CL236843,critical condition
supplier 2,ghostnet deep web surveillance software,KNAFT4A2XD5394279,reassigned
supplier 5,shadoweye night vision goggles,SCBZB25E42C428725,surveillance mode
supplier 2,covertcomms audio transmitter,WBAWV535X8P298833,inactive
supplier 0,invisodrone micro surveillance,1D7RV1CT6BS268066,undergoing training
supplier 0,ghostnet deep web surveillance software,KNAGM4AD1B5193998,emergency standby
supplier 0,stealthsight binoculars,1G6DT57V390663294,under evaluation
supplier 1,shadoweye night vision goggles,SCBCC41N09C175322,active
supplier 1,echolistener surveillance van,1YVHZ8BH8B5307894,in development
supplier 2,silentear audio bug,2G61N5S33E9823791,under evaluation
supplier 3,whisperwhisker laser microphone,2C3CCAPG5DH648842,awaiting deployment
supplier 1,echoguard perimeter security system,1G4GJ5E38DF051711,surveillance mode
supplier 0,silentwatch body-worn camera,1G6AD5S34E0866372,emergency standby
supplier 1,covertcomms smartphone monitoring software,JN1CV6EK5FM929116,covert operation
supplier 1,silentear audio bug,1GD322CG0EF087992,under maintenance
supplier 4,echoguard perimeter security system,WDDNG7DB0CA230907,awaiting deployment
supplier 5,echoguard perimeter security system,WAUCH74F79N812177,undergoing upgrades
