0,1,2,3
supplier 5,mav,2FMDK4KC5AB635587,under evaluation
supplier 2,aerial,WAUEF48H08K003161,under repair
supplier 2,reconnaissance uav,WAUPN94E08N941454,recalled
supplier 3,nano,JTDBT4K36A1349626,under analysis
supplier 0,armed uav,KM8JT3AB5BU071862,under repair
supplier 1,tactical,1N6BF0KM0FN460792,under maintenance
supplier 3,autonomous,WAUHGBFC0EN814412,emergency standby
supplier 2,aerial,5FRYD4H22FB091740,covert operation
supplier 0,surveillance,JTHFE2C22B2736612,lost in action
supplier 2,high-altitude uav,2C3CDZBT5FH448403,inactive
supplier 4,armed uav,1G6DJ8E30C0224084,critical condition
supplier 4,reconnaissance uav,5J8TB18248A948704,awaiting deployment
supplier 0,security,WBA3A9C54CF142646,destroyed
supplier 0,mini,WA1VMAFE3AD378143,under repair
supplier 5,stealth recon,1G6AM5SX3E0844463,awaiting deployment
supplier 3,mav,WBAAV53411J869815,undergoing upgrades
supplier 1,mini,5XXGM4A74EG286611,under maintenance
supplier 3,fixed-wing uav,WBAWC335X7P576395,recalled
supplier 4,surveillance uav,WBAVB735X7F358405,lost in action
supplier 5,mini,JTDZN3EU8D3414735,in transit
supplier 5,stealth recon,WBAUC9C55DV567976,surveillance mode
supplier 5,autonomous,WAU2GAFC4FN216132,under evaluation
supplier 0,mini,3FAHP0DC9AR673315,reassigned
supplier 4,armed uav,WA1KK78R09A710547,inactive
supplier 2,stealth recon,3VWML7AJ3DM782447,in transit
supplier 2,recon,KNDPB3A23C7138282,standby
supplier 2,stealth,JN1CV6EK4DM145670,under maintenance
supplier 1,surveillance,5N1AN0NW4DN061407,undergoing upgrades
supplier 2,reconnaissance uav,JM3ER2A5XB0786062,destroyed
supplier 5,reconnaissance uav,WBAWB33539P931252,reserve
supplier 1,hover,WBAUC9C56BV165557,destroyed
supplier 3,mav,55SWF4JBXFU261743,under analysis
supplier 3,stealth recon,3D73Y3CL1BG314287,critical condition
supplier 0,high-altitude uav,19VDE1F74FE584215,retired
supplier 2,surveillance uav,WBAKF5C56BE415032,in transit
supplier 5,surveillance uav,2C3CDXHG0EH854084,critical condition
supplier 4,fixed-wing uav,WAUBFAFL4BA789780,reserve
supplier 0,autonomous,WAUFFAFL9FA955721,in transit
supplier 5,surveillance,1G6DL5E30C0928729,temporary storage
supplier 0,reconnaissance uav,1GYFC26239R499112,reassigned
supplier 1,surveillance uav,SCBBR93W19C248436,lost in action
supplier 3,security,1GYFK56219R644118,standby
supplier 2,aerial,WBALM53569E730885,covert operation
supplier 4,mav,WAUSF78E76A505114,standby
supplier 4,mav,JA32U1FU9CU255688,undergoing testing
supplier 4,tactical,1N6AD0CW4FN622456,temporary storage
supplier 2,aerial,4T1BF1FKXEU082210,active
supplier 5,armed uav,1G6AE5S35F0318055,lost in action
supplier 4,surveillance,JH4DC538X5S760826,destroyed
supplier 5,stealth recon,WAUXL58E25A676001,under analysis
supplier 5,surveillance uav,1GKS1CKJ1FR460810,emergency standby
supplier 5,vtol,1ZVBP8AM9B5124159,standby
supplier 1,mini,WBADT334X3G593237,critical condition
supplier 1,tactical,1G6DG5EG0A0815416,emergency standby
supplier 5,armed uav,5UXZV4C55CL339314,retired
supplier 5,vtol,1G6AD5S32D0394400,under evaluation
supplier 1,reconnaissance uav,1G6DJ5E30C0584647,undergoing upgrades
supplier 0,fixed-wing uav,WBAFU7C53BC738081,reassigned
supplier 1,armed uav,WAUVKAFR1AA795693,inactive
supplier 1,aerial,WBAPN7C59BF834412,covert operation
supplier 1,surveillance,WBALL5C59EE751064,under evaluation
supplier 2,surveillance uav,1LNHL9DR9CG482420,awaiting deployment
supplier 4,mini,5UXZV4C5XBL823039,recalled
supplier 4,stealth,WAUEH98E57A636353,in transit
supplier 1,armed uav,JH4DC43601S327437,in transit
supplier 3,hover,3VWPG3AG3AM343484,under analysis
supplier 5,recon,WBANW1C59AC575132,surveillance mode
supplier 3,fixed-wing uav,3GYFNAE31FS131258,under evaluation
supplier 2,tactical,WDDGF5EB1AR017610,recalled
supplier 3,micro,1C4SDJCT8FC496309,retired
supplier 2,stealth,1D7RW3BK2AS270011,critical condition
