0,1,2,3
supplier 1,tactical,KL4CJCSB8EB038804,reserve
supplier 5,micro,NM0AS8F72E1571408,undergoing testing
supplier 1,mav,1B3CC5FB7AN917775,critical condition
supplier 4,surveillance,3C3CFFCR1FT609235,under maintenance
supplier 5,vtol,1FTSW2B51AE483107,retired
supplier 3,fixed-wing uav,WAUDG74F35N747751,critical condition
supplier 1,micro,WVGAV7AX9FW546615,awaiting deployment
supplier 0,surveillance uav,WAUEL74F25N651464,destroyed
supplier 0,autonomous,5N1AT2ML5FC146733,reserve
supplier 2,vtol,1D7CE5GK7AS351826,standby
supplier 2,aerial,1FTWW3DY2AE311893,under evaluation
supplier 4,hover,1D7RB1GP5AS626570,in development
supplier 0,hover,1C3BCBFGXEN202651,under evaluation
supplier 3,reconnaissance uav,3C63DRNL0CG309791,surveillance mode
supplier 2,armed uav,3VW4A7AT6DM844933,destroyed
supplier 3,reconnaissance uav,JH4CU2E82CC502893,undergoing training
supplier 2,micro,WVWAN7AN2EE169830,under evaluation
supplier 5,fixed-wing uav,KMHCM3AC3AU541058,reassigned
supplier 2,surveillance uav,1C3CDZCB0EN834321,surveillance mode
supplier 3,vtol,WAUDGBFL8CA767620,under repair
supplier 5,stealth recon,19VDE1F7XEE849069,undergoing training
supplier 3,micro,WBAPH5G52BN015799,destroyed
supplier 3,mini,3VW4S7ATXEM115011,critical condition
supplier 2,tactical,2G4WD582671024671,critical condition
supplier 4,mini,WAUJT68E75A091152,surveillance mode
supplier 0,aerial,5J6TF2H53EL206937,under maintenance
supplier 1,vtol,2T1BURHE9FC592692,emergency standby
supplier 4,nano,3N1AB6AP7CL484675,in development
supplier 4,autonomous,WAUWFBFL3AA898852,surveillance mode
supplier 5,glider,WBAWV5C5XAP741911,recalled
supplier 3,security,1GYFC26299R214056,undergoing upgrades
supplier 3,vtol,WAUBC48H95K070803,in development
supplier 5,aerial,WBAEA5C59AC021031,inactive
supplier 2,mav,1YVHZ8BH2A5313088,awaiting deployment
supplier 2,nano,1D7RB1GT0BS682866,surveillance mode
supplier 5,security,JN8AS5MT6DW133188,in development
supplier 4,mini,WBADT53493C412454,in transit
supplier 2,mini,WAUJC58E44A560285,under evaluation
supplier 3,vtol,1N4CL2AP4AC465687,reserve
supplier 1,vtol,1G6DS57V390357845,awaiting deployment
supplier 4,stealth recon,1G6DN57UX70817403,reassigned
supplier 1,mav,2D4RN4DE7AR768574,under maintenance
supplier 3,mav,1C4AJWAG2EL824281,covert operation
supplier 4,reconnaissance uav,WVGEF9BP0FD498782,standby
supplier 1,stealth recon,WBA4B3C58FG563735,undergoing training
supplier 2,surveillance,3FA6P0LU2DR066047,reserve
supplier 5,security,JM3ER2A53B0018407,undergoing training
supplier 4,mav,4JGDA2EB5CA254155,emergency standby
supplier 2,micro,WBAKG7C50BE616739,lost in action
supplier 4,tactical,1G4GG5G38DF753202,in development
supplier 3,mini,1C4RJEAG8FC249540,critical condition
supplier 0,reconnaissance uav,2G4GR5GX1F9216549,in development
supplier 2,high-altitude uav,3VW1K7AJ8CM123610,undergoing training
supplier 5,tactical,WVWAP7AN0DE876305,reassigned
supplier 1,tactical,4T3BA3BB1DU667053,emergency standby
supplier 0,aerial,WBA3B1C55EP863036,retired
supplier 3,aerial,5GAKVCKDXEJ945763,retired
supplier 0,nano,WAUSGAFBXAN669526,undergoing upgrades
supplier 3,reconnaissance uav,1G4HF57948U614567,recalled
supplier 0,reconnaissance uav,WAU4FAFL4AA514983,reassigned
supplier 1,tactical,WAUJC58E62A331698,destroyed
supplier 4,stealth,WP0AA2A9XBS543387,temporary storage
supplier 3,surveillance,1G6AB5RX4D0180863,reserve
supplier 3,autonomous,3VWJP7AT0CM388900,temporary storage
supplier 1,stealth,KM8JT3AB0BU600585,covert operation
supplier 5,high-altitude uav,3GYFNCEYXBS839560,inactive
supplier 2,hover,1GKS2FEJ7DR128605,under repair
supplier 1,fixed-wing uav,1FMCU4K34AK208428,undergoing testing
supplier 2,stealth recon,1D7RW3BK1AS084587,in development
supplier 3,stealth,5J8TB18299A701020,temporary storage
supplier 1,security,JTDKDTB36C1566653,in development
supplier 1,high-altitude uav,JH4KB16647C214825,critical condition
supplier 4,recon,1FTNF2B5XAE598446,active
supplier 5,aerial,1GD22ZCG6CZ178202,undergoing upgrades
supplier 0,glider,WDDGF4HB5CR470010,reserve
supplier 5,fixed-wing uav,1N6AD0CW2EN220630,under evaluation
supplier 0,glider,WBAVB73537F365664,awaiting deployment
supplier 0,aerial,WBA3B1C54F5353175,undergoing training
supplier 0,fixed-wing uav,1G6DK8E39C0770878,inactive
supplier 4,surveillance uav,1G4HR54K71U420555,awaiting deployment
supplier 2,micro,KNAFU5A20D5616475,critical condition
supplier 1,mini,WAUMFAFL8AA107667,under maintenance
supplier 4,surveillance,WBSWL93599P106165,under analysis
supplier 3,fixed-wing uav,4JGDF2EEXFA049236,temporary storage
supplier 0,tactical,2B3CA5CT9AH615822,standby
supplier 4,recon,4JGBF2FE0AA803176,standby
supplier 1,tactical,JM1NC2MF8E0356095,under analysis
supplier 4,armed uav,JH4DC53896S528722,retired
supplier 3,hover,JTEBU4BFXBK798211,temporary storage
supplier 5,mini,WBSWL93588P330204,active
supplier 2,glider,SAJWA4HA6EM225102,covert operation
supplier 0,aerial,5N1AT2ML9FC201958,emergency standby
supplier 3,recon,1FAHP3DNXAW107728,inactive
supplier 5,fixed-wing uav,YV126MEB4F1204516,active
supplier 0,mini,1G6AK5SX3E0276513,reserve
supplier 5,armed uav,3C3CFFHH1FT670617,destroyed
supplier 2,security,WBABN53473J237683,reserve
supplier 0,armed uav,WAUVT68E05A266536,reserve
supplier 3,nano,1FT7W2A68EE811290,reassigned
