0,1,2,3
supplier 1,security,2C3CDZAT4FH342445,inactive
supplier 5,surveillance,WBALM735X9E255026,lost in action
supplier 2,armed uav,4JGCB2FB0AA853517,critical condition
supplier 0,mini,1G6KE54Y12U856462,under analysis
supplier 2,glider,WUAW2AFC6FN069057,under evaluation
supplier 0,fixed-wing uav,SCFFDCBDXBG495352,in development
supplier 3,armed uav,2G4GN5EX7F9326102,under maintenance
supplier 1,mini,4T1BF3EK9AU125703,critical condition
supplier 0,armed uav,WUADNAFG0BN985471,temporary storage
supplier 5,high-altitude uav,1GD21XEG2FZ524450,emergency standby
supplier 0,stealth recon,1YVHZ8BH2A5207773,under repair
supplier 1,armed uav,JM1NC2EF2A0078884,in transit
supplier 2,mini,JN8AE2KP6B9871936,under maintenance
supplier 2,hover,2C3CCABG8EH403980,retired
supplier 2,security,1FTEX1EW4AK178808,active
supplier 4,hover,WA1VGAFP8FA926235,active
supplier 4,micro,5N1AR2MM9FC959340,awaiting deployment
supplier 3,stealth,WBALX3C57CD352455,undergoing upgrades
supplier 3,stealth recon,1GYUCDEF6AR717149,surveillance mode
supplier 3,vtol,2G4GT5GV9C9344193,active
supplier 0,nano,JH4DB76681S647654,retired
supplier 1,autonomous,3VWML7AJ0CM654357,under evaluation
supplier 2,glider,WAUVC58E92A977576,undergoing upgrades
supplier 0,recon,WBANE53507B063574,emergency standby
supplier 4,mav,WBY2Z2C59EV735702,under analysis
supplier 2,security,WAUSG94F29N463472,under maintenance
supplier 0,micro,WAU4FBFL1CA782737,in transit
supplier 2,recon,SAJWA4FB5CL630852,under analysis
supplier 2,high-altitude uav,3VW4A7AT0DM326882,temporary storage
supplier 0,stealth,5J6TF1H52FL722038,in development
supplier 5,high-altitude uav,WBA3C3C59EK088844,critical condition
supplier 0,tactical,3VWC17AU8FM102119,active
supplier 3,stealth,SCFFDAAE8BG862408,reserve
supplier 5,surveillance,1FTWW3B57AE036613,temporary storage
supplier 2,high-altitude uav,3VWML7AJ0BM152740,awaiting deployment
supplier 0,vtol,KMHEC4A41EA733323,active
supplier 4,high-altitude uav,5UXFG8C59EL425300,under maintenance
supplier 1,armed uav,WBAYA8C5XFD254240,in development
supplier 2,surveillance,JN1AJ0HP7BM025110,retired
supplier 0,glider,WAUBGAFB4BN250606,covert operation
supplier 2,high-altitude uav,WVWED7AJ3CW636794,in development
supplier 5,armed uav,WAUBF98E67A240845,undergoing upgrades
supplier 4,micro,1N6AD0CU2CN054153,in transit
supplier 2,security,3D7JV1EP9BG482828,under maintenance
supplier 1,security,WUAAU342X8N024233,under analysis
supplier 5,nano,WBAPH5G54AN143119,under repair
supplier 0,stealth recon,WAUFGBFB8AN789624,standby
supplier 4,glider,2B3CA3CV2AH030912,under repair
supplier 0,recon,WBAYM9C55ED743964,surveillance mode
supplier 1,surveillance,19UUA75557A454567,standby
supplier 0,nano,WBABW53404P207047,in transit
supplier 5,vtol,WAUDG74F49N756691,in transit
supplier 4,mav,JTDKN3DU8A0324453,active
supplier 2,vtol,WAUHGBFC0CN414587,temporary storage
supplier 4,mav,1GYFC23229R143528,standby
supplier 3,stealth recon,WAURFAFR7DA169768,critical condition
supplier 3,vtol,SCBBR53W86C014766,recalled
supplier 4,reconnaissance uav,WBAHN03567D347103,under repair
supplier 2,stealth recon,3C63D3MLXCG731999,retired
supplier 1,aerial,1GKKRNED6EJ751326,in transit
supplier 3,aerial,2LMHJ5AR2BB890240,under analysis
supplier 1,tactical,5N1AR1NBXBC323818,awaiting deployment
supplier 0,aerial,WAUDK78T78A931150,under analysis
supplier 1,mav,JH4DC53885S611749,reserve
supplier 1,glider,WAUVT58E92A832831,recalled
supplier 2,autonomous,WBAXH5C58CD205572,under repair
supplier 2,stealth recon,1G6DP5E31C0005843,under repair
supplier 5,fixed-wing uav,3D7JB1EP0AG646958,lost in action
supplier 1,stealth,3FAHP0KCXAR747618,reserve
supplier 1,reconnaissance uav,JN1CV6EK7AM426454,undergoing training
supplier 2,fixed-wing uav,4USBU535X8L695173,inactive
supplier 5,high-altitude uav,1FTEW1CM1DK506839,under evaluation
supplier 5,recon,4A31K5DF8BE043661,lost in action
supplier 4,mini,WAUDH78EX6A419752,standby
supplier 2,hover,1FTFW1E88AF692971,emergency standby
supplier 5,mav,5NPDH4AEXFH426737,under repair
supplier 1,high-altitude uav,1G6DL1ED1B0078562,active
supplier 5,nano,2HNYD28437H151506,active
supplier 0,surveillance uav,WAU4GAFB2BN418820,retired
supplier 0,aerial,WAUD2AFD9DN372292,inactive
supplier 0,high-altitude uav,1FTWX3D57AE577025,in transit
supplier 3,armed uav,WA1EY94L97D655536,critical condition
supplier 1,reconnaissance uav,WBAEK13486C562415,undergoing training
supplier 1,high-altitude uav,WAUFEAFMXCA793718,under maintenance
supplier 3,stealth,WBABN33471J400382,reassigned
supplier 2,reconnaissance uav,WBA3B9C52EF009609,under maintenance
supplier 0,hover,19XFB2E59CE150463,retired
supplier 4,reconnaissance uav,JN1AZ4EH1AM674249,recalled
supplier 4,nano,1FTEX1CM0DF547226,recalled
supplier 4,autonomous,1N6AF0LY8EN915819,surveillance mode
