0,1,2,3
Alfa Romeo,Spider,WAUFFBFLXCN125078,destroyed
GMC,Sierra 2500,2C3CCADG3EH396417,in transit
Ford,Explorer Sport Trac,JA32U2FU8DU258234,reassigned
Ferrari,612 Scaglietti,5N1AA0NC6CN644335,reassigned
Honda,Odyssey,5GAKRCKD9EJ704331,active
Suzuki,Vitara,WBADN63411G243262,under repair
GMC,Suburban 1500,2HNYD18891H240887,inactive
Infiniti,Q,3FA6P0D90DR135859,lost in action
GMC,Rally Wagon G2500,1G6DF577980116991,under maintenance
Honda,Passport,5XYZT3LB0DG908428,lost in action
Cadillac,Escalade ESV,WAUSVAFA2AN379228,undergoing training
Chrysler,PT Cruiser,KMHTC6AD0EU357358,under maintenance
Mercedes-Benz,G-Class,1FTEW1CM8CK269975,undergoing training
Cadillac,STS,WAUMR44E66N280522,under maintenance
Toyota,FJ Cruiser,4T3BA3BB6DU695754,undergoing upgrades
Bentley,Arnage,WBANB53587C144096,awaiting deployment
Audi,A4,1LNHL9DK5DG852069,active
GMC,Vandura 1500,YV1902MC7F1197303,temporary storage
GMC,2500 Club Coupe,1FTEW1CM2DF862550,critical condition
Mitsubishi,Pajero,1GYS3DEF6BR281069,undergoing testing
Hummer,H2 SUV,WBADT53491C859248,undergoing training
Suzuki,Esteem,KMHGH4JH1CU362415,reserve
Audi,90,2G61R5S36E9795117,covert operation
Oldsmobile,LSS,WAUEFAFL6EN686581,under repair
Subaru,SVX,WA1LFAFP8EA443756,in transit
Acura,RL,WBAUP7C59DV251649,standby
Land Rover,Range Rover,WAUXD68DX1A329570,under maintenance
Hyundai,Sonata,WBA3V7C55EJ960590,surveillance mode
Bentley,Continental GTC,1D4PT6GX5AW363083,emergency standby
Honda,Accord,WAUDF78E38A366188,critical condition
Hyundai,Accent,5FPYK1F63EB284190,reserve
BMW,7 Series,JH4DC53083C344422,destroyed
Plymouth,Neon,1G6DV5EP7A0616109,under evaluation
Jeep,Grand Cherokee,3N1AB7AP1FL778048,undergoing upgrades
Lexus,GS,YV4952CF2D1390486,active
Subaru,Justy,WBALM7C54BE224795,under repair
Oldsmobile,Achieva,1GYS4FEJ1DR426857,lost in action
Mercedes-Benz,SL-Class,19UYA42473A219867,reserve
Volvo,S90,WAUXL68E84A005825,undergoing upgrades
Chrysler,Concorde,1C4RJEAG7CC216590,reserve
Mitsubishi,Precis,1GKS2FEJ0CR643301,lost in action
Mercury,Cougar,WBAGN63432D117680,under maintenance
Toyota,Avalon,3C6LD4AT7CG858784,recalled
Chevrolet,Suburban 2500,WAUZL64B41N789641,temporary storage
Volkswagen,rio,WAUVFAFH5BN900287,under repair
Ford,Crown Victoria,1C6RD7FP2CS250672,awaiting deployment
Mercury,Grand Marquis,WAUGL98E08A998454,under analysis
Chevrolet,Tahoe,WBAHL83516D714427,undergoing testing
Mercedes-Benz,W201,19XFA1E3XAE619665,undergoing testing
BMW,5 Series,WBA3B5G54DN657251,reserve
BMW,5 Series,SCBCR73W68C502231,in transit
Chevrolet,Equinox,WP0CA2A87DS264045,active
Hyundai,Sonata,1GYS4KEF7ER223221,under repair
Mazda,Mazda3,WAUEFAFL5CA276133,retired
Mazda,Miata MX-5,5GADX33L06D614084,reserve
Cadillac,CTS,WAUJC58E55A220211,undergoing testing
Lexus,LX,1FTEX1CW8AK121434,destroyed
Mazda,Protege5,WBALL5C59CJ700149,critical condition
GMC,3500 Club Coupe,WBAKA4C53BC510121,critical condition
Lincoln,Blackwood,2HNYD18253H665764,destroyed
Subaru,Legacy,1N6AD0CU5AC575103,standby
Subaru,Leone,JN8AZ2KR1BT720110,destroyed
Subaru,Baja,SCFEFBBC3AG712892,standby
Nissan,Armada,1N4AL2AP8CC773021,active
BMW,745,JN8AZ1MU7EW670019,recalled
Ford,GT500,3C63DPGL3CG326280,recalled
Chevrolet,Silverado 2500,WA1EV94L37D034902,undergoing upgrades
Volkswagen,Type 2,WAUVT64B33N466683,in transit
Scion,tC,1N6AA0CJ2DN426736,retired
Ford,Econoline E150,JA4AS2AWXCU663354,retired
Kia,Optima,WA1WMBFE3BD660794,destroyed
Mercedes-Benz,E-Class,2C4JRGAG5ER844370,retired
Suzuki,Swift,4T3BA3BB3DU463449,standby
