0,1,2,3
Toyota,4Runner,WAULT58E75A309917,destroyed
Ford,Ranger,WAUR4AFD8DN278128,in development
Ford,Explorer,19VDE1F56EE084196,under repair
Saab,9000,WAUVFAFR6AA738944,under evaluation
Pontiac,Firebird,5GALRCED7AJ654605,reserve
Ford,Econoline E350,3TMJU4GN6FM499085,surveillance mode
Pontiac,Firebird,WBAFB33481L817458,recalled
Mercury,Cougar,TRUWX28N611129458,undergoing upgrades
Mitsubishi,Galant,2T1BU4EE2DC900869,retired
Suzuki,Swift,JTEBU4BF9AK401618,covert operation
Lexus,ES,WUADUAFG0CN423994,undergoing training
Isuzu,Rodeo,5N1AN0NU5CC784580,under repair
Mercedes-Benz,S-Class,WAUNF68P96A591776,under maintenance
Hyundai,Accent,5GTMNGEE4A8203694,covert operation
Mercedes-Benz,SLR McLaren,19UUA66237A234990,in transit
Chevrolet,Avalanche,WAUGL98E85A199842,under repair
Ford,Explorer,WAUDF68E05A559890,recalled
Chevrolet,2500,WAUCFAFC1EN594608,lost in action
Saturn,Outlook,WBAVD53577A499993,reserve
Mazda,Mazda6,1N6AF0LY0EN521179,reserve
Toyota,Corolla,1G6DJ8EY1B0850320,standby
Infiniti,M,19UUA9F70DA077282,undergoing upgrades
Ford,Crown Victoria,1D7CE3GK6AS477955,surveillance mode
Dodge,Ram Van 3500,WA1CKBFP7AA548591,undergoing testing
GMC,Sierra 2500,JTDBT4K31B4979229,under maintenance
Mitsubishi,Starion,1D7RB1CP1AS336770,surveillance mode
Audi,S5,5GTMNGEE2A8086939,emergency standby
Mercedes-Benz,R-Class,WBAYF4C59DD086369,standby
Hyundai,Accent,KNADN5A32F6938576,reassigned
Volkswagen,Rabbit,1G6AB5R34F0567235,critical condition
Hyundai,Excel,WBAKA4C57BC448108,emergency standby
Nissan,Frontier,JN1AZ4EH5AM031922,under evaluation
Volkswagen,CC,WDDEJ7HB0AA890597,reserve
GMC,Safari,SCFFDCCD8CG182493,surveillance mode
Maserati,Quattroporte,WAUSF98K99A528190,under repair
Saab,9-5,1G4HE57YX7U931245,surveillance mode
Chevrolet,Equinox,1GYUKGEF6AR979516,lost in action
Chrysler,300M,5FRYD4H87EB976793,lost in action
Subaru,Tribeca,1FTEX1EW1AF930490,in transit
Ford,Expedition,1FAHP2DW2AG252162,standby
Ford,F250,1G6KF579X1U660309,surveillance mode
Volkswagen,Golf,1G6KD57Y32U734135,reassigned
Kia,Sephia,1FMEU8DE3AU244114,reserve
Volvo,V40,5UXKS4C55E0912095,inactive
Hyundai,Elantra,1GKUCHE09AR741894,standby
Nissan,Sentra,WBA3A5C52EF933186,under evaluation
Mitsubishi,Excel,WBADW3C53CE832154,critical condition
Toyota,Matrix,19XFA1F32BE291755,under analysis
Buick,Terraza,1FTEW1CW1AK749628,temporary storage
Bentley,Continental GT,WAUSH78E88A947882,undergoing testing
Suzuki,Daewoo Lacetti,JN1AZ4FH6FM105399,under analysis
Suzuki,Daewoo Magnus,1D4PT4GX2BW451904,in transit
Oldsmobile,Silhouette,JTHBL5EFXD5546788,recalled
Audi,S4,1C4RDJDG4FC034734,covert operation
Toyota,MR2,2T1KU4EE3BC379576,undergoing upgrades
Mitsubishi,Lancer Evolution,1N6AD0CU5AC436086,under maintenance
Honda,Civic,2T1BU4EE0DC380428,temporary storage
Dodge,Charger,WBANE53566C240427,undergoing upgrades
Jaguar,XJ Series,1C3CDFDH1ED217937,lost in action
Toyota,Tundra,2C3CCABG2CH787414,temporary storage
Kia,Spectra,1HGCR2E79FA109923,under evaluation
