0,1,2,3
Chevrolet,Corvette,WAUMF68P66A463121,recalled
Mercedes-Benz,300CE,2HNYB1H4XCH986478,in development
Buick,LaCrosse,WVGAV7AX8CW823959,retired
Ford,Ranger,4T1BF3EKXAU815573,recalled
Volvo,XC70,19UUB3F53FA202349,lost in action
Chrysler,Crossfire Roadster,VNKKTUD37FA521030,emergency standby
Pontiac,Bonneville,2HNYD18845H830078,retired
Mercury,Mountaineer,1G4HP57M19U039606,standby
Land Rover,Range Rover,WAUEF78E28A961456,temporary storage
GMC,1500,WUARU78E27N814221,awaiting deployment
Pontiac,GTO,WDDHF2EB6CA903281,temporary storage
Toyota,Camry,5NMSG3AB6AH601162,in transit
Buick,Skylark,WVWED7AJ9BW215516,temporary storage
Plymouth,Colt Vista,JM1NC2JF4F0361154,critical condition
GMC,Yukon,5GADT13S462512130,undergoing training
Mercedes-Benz,SL-Class,JH4CL95887C811849,under analysis
Buick,Century,JM1NC2JF2D0766829,temporary storage
Mitsubishi,Montero,KMHTC6ADXCU443483,surveillance mode
Cadillac,Fleetwood,WA1AY94L57D452075,active
Ford,E150,WAUJT58E92A940073,under repair
Mercedes-Benz,S-Class,1N6AD0CU1EN040599,under analysis
Toyota,Corolla,WP0CB2A89FS709949,temporary storage
Volkswagen,Jetta,1G6AK5SX7E0078906,under analysis
Pontiac,LeMans,2T1BPRHEXEC899942,reassigned
Chevrolet,Corvette,JTDKN3DU2F0618843,undergoing testing
Chevrolet,G-Series 3500,WAURV78T88A394270,active
BMW,7 Series,1G6KF54913U467084,active
Acura,MDX,WBXPA73465W235156,emergency standby
GMC,Canyon,WA1BY94L67D455782,critical condition
Land Rover,Range Rover Sport,5FNYF3H25EB952199,in transit
Chevrolet,Suburban 2500,WBAWC73588E798499,active
Isuzu,Rodeo,JA4AD3A3XFZ066797,temporary storage
Ford,F150,3VW4A7ATXDM428707,under analysis
Cadillac,Eldorado,WVGEP9BP7FD397557,in transit
Toyota,Tacoma Xtra,WA1CMAFP0FA778131,under maintenance
Pontiac,Vibe,JTDJTUD30ED485084,reserve
Mercury,Mountaineer,3VWML7AJ6CM074126,under evaluation
Land Rover,Discovery,WAUSG78E36A816312,under repair
Chevrolet,Prizm,WBA5A7C54FD404369,undergoing testing
Mazda,Miata MX-5,5UXKS4C59F0218639,reassigned
Chevrolet,Traverse,1C4AJWAG2EL126804,awaiting deployment
Ferrari,458 Italia,JN1AZ4FH6FM990624,inactive
Saab,9000,1FTEW1CM0DF914113,awaiting deployment
Lincoln,Continental,3N1CN7AP8FL184556,undergoing upgrades
Aston Martin,DB9 Volante,1N6AA0CJ5DN577439,reassigned
Toyota,Sienna,WAUDT94F45N025129,in development
Jaguar,S-Type,WVGAV7AX1AW848683,in transit
Mercedes-Benz,C-Class,19UUA56643A444800,reserve
Kia,Spectra,WA1YD54B34N461213,undergoing testing
BMW,530,WDDEJ7HB5AA898680,undergoing training
Honda,S2000,2T1BURHE2EC347151,under evaluation
Chevrolet,Volt,WAUAH94F88N077596,surveillance mode
Buick,Regal,4USFE83507L335957,under analysis
Volvo,C70,JN8AZ2KR9BT768907,retired
Toyota,T100 Xtra,1GYS3CEF8DR849660,critical condition
Mitsubishi,Mirage,WBAKN9C55FD241119,surveillance mode
Pontiac,Grand Prix,WBAYA8C56FG475333,awaiting deployment
Mercedes-Benz,C-Class,1G6AX5SX7F0535992,in transit
Nissan,Maxima,1G6AJ5S30F0625631,inactive
Acura,CL,1N6AF0LY2FN807617,critical condition
Cadillac,Escalade EXT,3VW8S7AT7FM179946,reserve
Jeep,Grand Cherokee,5TDDCRFH7FS409130,destroyed
Ford,ZX2,3FAHP0HA5AR902629,covert operation
Lincoln,MKZ,WAUKF78E85A269684,under evaluation
Infiniti,QX,SCBGT3ZA4EC265659,undergoing upgrades
Acura,RDX,1N6AF0LX2FN047535,critical condition
Buick,LaCrosse,WAUDFAFL5EN929048,under maintenance
Kia,Optima,SCBBB7ZH2DC778571,emergency standby
Austin,Mini Cooper,TRUSX28N821924270,critical condition
Chevrolet,Corsica,JA32U2FU8EU478393,covert operation
Kia,Amanti,3VW507AT5EM421172,in development
Chevrolet,Impala,1GTN1TEXXCZ389322,under maintenance
Dodge,Dakota,WA1UFBFL9DA693822,under maintenance
Mazda,Mazda6,5FRYD4H28EB706936,under maintenance
Lexus,SC,WBA3V9C58EP603140,temporary storage
Toyota,Matrix,3VW507AT4EM786832,undergoing testing
Jeep,Cherokee,WAULK78K79A573830,standby
Infiniti,G,WBADX7C59BE245914,under maintenance
Cadillac,Escalade EXT,3D73M3CLXBG920182,in transit
Porsche,Boxster,4F2CY0C74BK077038,under evaluation
Chevrolet,Corvette,5J6TF1H30BL795076,undergoing testing
Cadillac,STS-V,WAUMF68P66A469047,reassigned
Oldsmobile,Aurora,JTHBE5C29A5373531,retired
Chevrolet,Caprice,4USBU33528L994466,under repair
Land Rover,Range Rover,WDDNG9FB8DA718416,retired
Mercedes-Benz,SLS-Class,1G6DH5E52C0227726,under repair
Land Rover,Range Rover,WAUGGAFC8DN654767,under repair
Ford,Ranger,1D4PT2GK0BW536474,surveillance mode
Toyota,4Runner,19VDE1F74EE201811,under repair
Buick,LaCrosse,WBANF735X6C004369,inactive
Toyota,Sienna,W04GX5GV5B1992670,under analysis
Toyota,MR2,2G4WF551111612250,inactive
Chevrolet,Silverado 2500,3VWML7AJ5DM014453,under maintenance
Ford,Expedition,WBAYG0C53DD623369,under analysis
Kia,Sportage,1J4PR4GK6AC912175,lost in action
