0,1,2,3
Plymouth,Colt Vista,2C3CA6CT5AH006090,inactive
Honda,Prelude,JH4CL96817C219711,under maintenance
Mitsubishi,Starion,KNAFU6A26C5977777,under repair
Infiniti,I,2G4WS55J431216750,lost in action
Ford,F-Series Super Duty,3GTXCYEJ9AG790630,active
Ford,Econoline E150,WVWAB7AJ6DW468347,covert operation
Spyker,C8 Laviolette,2LMDJ6JK2DB932688,under repair
Hyundai,Excel,3N6CM0KN0EK630494,in transit
Dodge,Neon,1G4HP52K04U093106,emergency standby
Toyota,Corolla,WAU3GAFR2EA466533,critical condition
Oldsmobile,Alero,JTHBB1BAXA2490692,undergoing upgrades
Oldsmobile,Bravada,5FRYD3H84FB950440,under repair
Mercedes-Benz,GLK-Class,SCFAB01A36G427230,destroyed
Ford,F-Series,WBA6B4C59DD225189,standby
Mazda,B-Series,1FTNX2A51AE773116,undergoing testing
Mazda,MX-5,WBA3B1C50FP863818,standby
BMW,M5,5TFCY5F15BX405381,undergoing testing
Audi,TT,WBAEV53482K023095,reassigned
Ford,F150,1FTEW1CF2FK671643,undergoing training
Mercury,Sable,2HNYD18805H174980,under repair
Scion,tC,WAULC58E32A103697,destroyed
Bentley,Continental Flying Spur,5UXWX5C57BL580695,under repair
Mitsubishi,Galant,1G4GE5EV6AF758517,in development
Porsche,944,2T1BU4EE1BC232088,reserve
Buick,Park Avenue,JH4DC53872C252397,retired
Plymouth,Voyager,4A37L3ET1AE977904,inactive
Honda,S2000,1GYFK43808R744289,recalled
Toyota,Supra,JN1AZ4EH8AM026147,under repair
Mercedes-Benz,W201,WAULFAFH1DN206254,standby
Volkswagen,GTI,WBAWL73547P039397,reserve
Maybach,57,SAJWA1CB4CL678815,temporary storage
Lexus,RX Hybrid,1HGCR2E34DA063623,under repair
Chevrolet,3500,WBAVB73598V143590,awaiting deployment
Mercury,Villager,1C4RJEAG4DC614924,under analysis
Bentley,Continental GT,2C4RDGBGXER959644,reserve
Saab,900,JN1AZ4EH4FM023057,undergoing testing
Toyota,Solara,1FTMF1E88AF465092,under maintenance
Mercury,Grand Marquis,JN8AF5MR9CT762324,lost in action
Toyota,Solara,1G6DS5E35D0533210,under analysis
Mercury,Mariner,WVWAA7AH0BV868777,standby
Chevrolet,Express 2500,1G6DE1E34E0084099,in transit
Mitsubishi,Mirage,WAUHF98P86A122841,under repair
Hyundai,Equus,WAU2GAFC6EN855255,active
Chevrolet,TrailBlazer,2C3CA5CG7BH468732,temporary storage
Honda,Ridgeline,KNAFU6A23B5689665,reassigned
Audi,90,JTEBU5JR8E5473447,undergoing testing
Mazda,MX-6,JTEBC3EH6D2893278,emergency standby
GMC,Savana 2500,WAUKG98E96A400146,awaiting deployment
Ford,Taurus,1G6AB5SA9E0390740,standby
Mazda,MX-5,1D7CE3BK2AS224235,under repair
Land Rover,LR3,WBAEJ13441A954203,reserve
Volkswagen,rio,WUADUAFG3F7903200,in development
Ford,Bronco,JM3TB2BA7C0567830,retired
Nissan,Maxima,WP1AA2A27DL226212,inactive
Chevrolet,Camaro,WAU4GAFB1AN525095,under analysis
BMW,7 Series,WAUXU64B72N039737,critical condition
Hyundai,Sonata,SALVN2BGXDH627169,in transit
Volkswagen,Touareg,1GD311CG4FZ063482,in development
Porsche,928,SAJWA2GT0EM152476,standby
Dodge,Grand Caravan,1FTMF1EW4AK820121,under repair
Honda,Element,WBA1F7C58FV545164,awaiting deployment
Lexus,ES,3D73M4EL1AG594323,undergoing upgrades
Dodge,Ram 3500,YV1672MS1B2588781,retired
Chevrolet,Corvette,1D7RB1GK8AS444611,temporary storage
Nissan,Pathfinder,19XFB2F52FE977353,under repair
Volvo,960,WAULFAFH2AN182588,active
Mazda,Mazda5,WAUVFAFR6BA016813,emergency standby
Toyota,Tacoma Xtra,4JGBB2FB6BA811205,retired
Buick,Electra,1N6AA0EC4DN427305,in development
Kia,Spectra,JM1CR2W32A0955173,critical condition
BMW,3 Series,4JGCB2FE7BA959605,emergency standby
Ford,Ranger,TRUB3AFK9C1345725,destroyed
Audi,TT,WVWAN7AN8DE009725,active
Ford,F150,2HNYB1H4XCH780464,inactive
Dodge,Charger,WBAGJ034X1D606391,undergoing training
Buick,Reatta,JTHBL1EFXE5299864,destroyed
